IncomeBucket,Year-1,GII,Year,Country,Code,Country-1,Country-2,Region,Population,Area,Pop. Density,Coastline,Net migration,Infant mortality,GDP,Literacy,Phones,Arable,Crops,Other,Climate,Birthrate,Deathrate,Agriculture,Industry,Service,Agriculture-1,Arable-1,Area-1,Birthrate-1,EducationIndexBucket,Date,GIvsEI,Climate-1,Coastline-1,Country (Sheet1),Country-3,Country-4,Crops-1,Deathrate-1,EI,GDP-1,GII-1,HDI Rank (2015),HDI Rank,Industry-1,Infant mortality-1,Literacy-1,Net migration-1,Number of Records,Other-1,Phones-1,Pop. Density-1,Population-1,Region-1,Service-1,Year-2,Year-3
UM,2014,0.355,2014,Mauritius,MUS,Mauritius,Mauritius,SUB-SAHARAN AFRICA,1240827,2040,608.25,8.68,-0.9,15.03,11400,85.6,289.32,49.26,2.96,47.78,2,15.43,6.86,0.059,0.298,0.643,0.059,49.26,2040,15.43,Upper-Medium (0.659 - 0.780),1/1/2014,0.489655172,2,8.68,Mauritius,Mauritius,Mauritius,2.96,6.86,0.725,11400,0.355,64,64,0.298,15.03,85.6,-0.9,1,47.78,289.32,608.25,1240827,SUB-SAHARAN AFRICA,0.643,2014,2014
UM,2014,0.355,2014,Mexico,MEX,Mexico,Mexico,LATIN AMER. & CARIB,107449525,1972550,54.47,0.47,-4.87,20.91,9000,92.2,181.59,12.99,1.31,85.7,1.5,20.69,4.74,0.038,0.259,0.702,0.038,12.99,1972550,20.69,Low-Medium (0.498 - 0.659),1/1/2014,0.546995378,1.5,0.47,Mexico,Mexico,Mexico,1.31,4.74,0.649,9000,0.355,77,77,0.259,20.91,92.2,-4.87,1,85.7,181.59,54.47,107449525,LATIN AMER. & CARIB,0.702,2014,2014
UM,2014,0.283,2014,Mongolia,MNG,Mongolia,Mongolia,ASIA (EX. NEAR EAST),2832224,1564116,1.81,0,0,53.79,1800,97.8,55.08,0.77,0,99.23,1,21.59,6.95,0.206,0.214,0.58,0.206,0.77,1564116,21.59,Upper-Medium (0.659 - 0.780),1/1/2014,0.383468835,1,0,Mongolia,Mongolia,Mongolia,0,6.95,0.738,1800,0.283,92,92,0.214,53.79,97.8,0,1,99.23,55.08,1.81,2832224,ASIA (EX. NEAR EAST),0.58,2014,2014
LM,2014,0.517,2014,Morocco,MAR,Morocco,Morocco,NORTHERN AFRICA,33241259,446550,74.44,0.41,-0.98,41.62,4000,51.7,40.35,19.61,2.17,78.22,,21.98,5.58,0.217,0.357,0.426,0.217,19.61,446550,21.98,Low-Medium (0.498 - 0.659),1/1/2014,1.027833002,,0.41,Morocco,Morocco,Morocco,2.17,5.58,0.503,4000,0.517,123,123,0.357,41.62,51.7,-0.98,1,78.22,40.35,74.44,33241259,NORTHERN AFRICA,0.426,2014,2014
L,2014,,2014,Mozambique,MOZ,Mozambique,Mozambique,SUB-SAHARAN AFRICA,19686505,801590,24.56,0.31,0,130.79,1200,47.8,3.54,5.1,0.3,94.6,2,35.18,21.35,0.262,0.348,0.39,0.262,5.1,801590,35.18,"Low (
0.206 - 0.498)",1/1/2014,,2,0.31,Mozambique,Mozambique,Mozambique,0.3,21.35,0.366,1200,,181,181,0.348,130.79,47.8,0,1,94.6,3.54,24.56,19686505,SUB-SAHARAN AFRICA,0.39,2014,2014
UM,2014,,2014,Namibia,NAM,Namibia,Namibia,SUB-SAHARAN AFRICA,2044147,825418,2.48,0.19,0,48.98,7200,84,62.57,0.99,0,99.01,1,24.32,18.86,0.097,0.315,0.588,0.097,0.99,825418,24.32,Low-Medium (0.498 - 0.659),1/1/2014,,1,0.19,Namibia,Namibia,Namibia,0,18.86,0.546,7200,,125,125,0.315,48.98,84,0,1,99.01,62.57,2.48,2044147,SUB-SAHARAN AFRICA,0.588,2014,2014
L,2014,0.506,2014,Nepal,NPL,Nepal,Nepal,ASIA (EX. NEAR EAST),28287147,147181,192.19,0,0,66.98,1400,45.2,15.86,21.68,0.64,77.68,,30.98,9.31,0.38,0.21,0.41,0.38,21.68,147181,30.98,"Low (
0.206 - 0.498)",1/1/2014,1.065263158,,0,Nepal,Nepal,Nepal,0.64,9.31,0.475,1400,0.506,144,144,0.21,66.98,45.2,0,1,77.68,15.86,192.19,28287147,ASIA (EX. NEAR EAST),0.41,2014,2014
H,2014,0.044,2014,Netherlands,NLD,Netherlands,Netherlands,WESTERN EUROPE,16491461,41526,397.14,1.09,2.91,5.04,28600,99,460.84,26.71,0.97,72.32,3,10.9,8.68,0.021,0.244,0.736,0.021,26.71,41526,10.9,High (0.780 - 0.939),1/1/2014,0.049052397,3,1.09,Netherlands,Netherlands,Netherlands,0.97,8.68,0.897,28600,0.044,7,7,0.244,5.04,99,2.91,1,72.32,460.84,397.14,16491461,WESTERN EUROPE,0.736,2014,2014
LM,2014,0.466,2014,Nicaragua,NIC,Nicaragua,Nicaragua,LATIN AMER. & CARIB,5570129,129494,43.01,0.7,-1.22,29.11,2300,67.5,39.66,15.94,1.94,82.12,2,24.51,4.45,0.165,0.275,0.56,0.165,15.94,129494,24.51,Low-Medium (0.498 - 0.659),1/1/2014,0.859778598,2,0.7,Nicaragua,Nicaragua,Nicaragua,1.94,4.45,0.542,2300,0.466,124,124,0.275,29.11,67.5,-1.22,1,82.12,39.66,43.01,5570129,LATIN AMER. & CARIB,0.56,2014,2014
L,2014,0.698,2014,Niger,NER,Niger,Niger,SUB-SAHARAN AFRICA,12525094,1267000,9.89,0,-0.67,121.69,800,17.6,1.92,3.54,0.01,96.45,1,50.73,20.91,0.39,0.17,0.44,0.39,3.54,1267000,50.73,"Low (
0.206 - 0.498)",1/1/2014,3.388349515,1,0,Niger,Niger,Niger,0.01,20.91,0.206,800,0.698,187,187,0.17,121.69,17.6,-0.67,1,96.45,1.92,9.89,12525094,SUB-SAHARAN AFRICA,0.44,2014,2014
H,2014,0.057,2014,Norway,NOR,Norway,Norway,WESTERN EUROPE,4610820,323802,14.24,7.77,1.74,3.7,37800,100,461.74,2.87,0,97.13,3,11.46,9.4,0.021,0.415,0.564,0.021,2.87,323802,11.46,High (0.780 - 0.939),1/1/2014,0.062227074,3,7.77,Norway,Norway,Norway,0,9.4,0.916,37800,0.057,1,1,0.415,3.7,100,1.74,1,97.13,461.74,14.24,4610820,WESTERN EUROPE,0.564,2014,2014
H,2014,0.284,2014,Oman,OMN,Oman,Oman,NEAR EAST,3102229,212460,14.6,0.98,0.28,19.51,13100,75.8,85.49,0,0.14,99.74,1,36.24,3.81,0.027,0.39,0.583,0.027,0,212460,36.24,Low-Medium (0.498 - 0.659),1/1/2014,0.438271605,1,0.98,Oman,Oman,Oman,0.14,3.81,0.648,13100,0.284,52,52,0.39,19.51,75.8,0.28,1,99.74,85.49,14.6,3102229,NEAR EAST,0.583,2014,2014
LM,2014,0.55,2014,Pakistan,PAK,Pakistan,Pakistan,ASIA (EX. NEAR EAST),165803560,803940,206.24,0.13,-2.77,72.44,2100,45.7,31.83,27.87,0.87,71.26,1,29.74,8.23,0.216,0.251,0.533,0.216,27.87,803940,29.74,"Low (
0.206 - 0.498)",1/1/2014,1.392405063,1,0.13,Pakistan,Pakistan,Pakistan,0.87,8.23,0.395,2100,0.55,147,147,0.251,72.44,45.7,-2.77,1,71.26,31.83,206.24,165803560,ASIA (EX. NEAR EAST),0.533,2014,2014
UM,2014,0.458,2014,Panama,PAN,Panama,Panama,LATIN AMER. & CARIB,3191319,78200,40.81,3.18,-0.91,20.47,6300,92.6,137.91,7.36,1.98,90.66,2,21.74,5.36,0.068,0.156,0.776,0.068,7.36,78200,21.74,Upper-Medium (0.659 - 0.780),1/1/2014,0.662807525,2,3.18,Panama,Panama,Panama,1.98,5.36,0.691,6300,0.458,60,60,0.156,20.47,92.6,-0.91,1,90.66,137.91,40.81,3191319,LATIN AMER. & CARIB,0.776,2014,2014
UM,2014,0.468,2014,Paraguay,PRY,Paraguay,Paraguay,LATIN AMER. & CARIB,6506464,406750,16,0,-0.08,25.63,4700,94,49.23,7.6,0.23,92.17,2,29.1,4.49,0.224,0.207,0.569,0.224,7.6,406750,29.1,Low-Medium (0.498 - 0.659),1/1/2014,0.763458401,2,0,Paraguay,Paraguay,Paraguay,0.23,4.49,0.613,4700,0.468,110,110,0.207,25.63,94,-0.08,1,92.17,49.23,16,6506464,LATIN AMER. & CARIB,0.569,2014,2014
UM,2014,0.389,2014,Peru,PER,Peru,Peru,LATIN AMER. & CARIB,28302603,1285220,22.02,0.19,-1.05,31.94,5100,90.9,79.52,2.89,0.4,96.71,1.5,20.48,6.23,0.08,0.27,0.65,0.08,2.89,1285220,20.48,Upper-Medium (0.659 - 0.780),1/1/2014,0.579731744,1.5,0.19,Peru,Peru,Peru,0.4,6.23,0.671,5100,0.389,87,87,0.27,31.94,90.9,-1.05,1,96.71,79.52,22.02,28302603,LATIN AMER. & CARIB,0.65,2014,2014
LM,2014,0.436,2014,Philippines,PHL,Philippines,Philippines,ASIA (EX. NEAR EAST),89468677,300000,298.23,12.1,-1.5,23.51,4600,92.6,38.42,18.95,16.77,64.28,2,24.89,5.41,0.144,0.326,0.53,0.144,18.95,300000,24.89,Low-Medium (0.498 - 0.659),1/1/2014,0.684458399,2,12.1,Philippines,Philippines,Philippines,16.77,5.41,0.637,4600,0.436,116,116,0.326,23.51,92.6,-1.5,1,64.28,38.42,298.23,89468677,ASIA (EX. NEAR EAST),0.53,2014,2014
H,2014,0.146,2014,Poland,POL,Poland,Poland,EASTERN EUROPE,38536869,312685,123.25,0.16,-0.49,8.51,11100,99.8,306.28,45.91,1.12,52.97,3,9.85,9.89,0.05,0.311,0.64,0.05,45.91,312685,9.85,High (0.780 - 0.939),1/1/2014,0.171361502,3,0.16,Poland,Poland,Poland,1.12,9.89,0.852,11100,0.146,36,36,0.311,8.51,99.8,-0.49,1,52.97,306.28,123.25,38536869,EASTERN EUROPE,0.64,2014,2014
H,2014,0.103,2014,Portugal,PRT,Portugal,Portugal,WESTERN EUROPE,10605870,92391,114.79,1.94,3.57,5.05,18000,93.3,399.21,21.75,7.81,70.44,3,10.72,10.5,0.053,0.274,0.673,0.053,21.75,92391,10.72,Upper-Medium (0.659 - 0.780),1/1/2014,0.136243386,3,1.94,Portugal,Portugal,Portugal,7.81,10.5,0.756,18000,0.103,41,41,0.274,5.05,93.3,3.57,1,70.44,399.21,114.79,10605870,WESTERN EUROPE,0.673,2014,2014
H,2014,0.546,2014,Qatar,QAT,Qatar,Qatar,NEAR EAST,885359,11437,77.41,4.92,16.29,18.61,21500,82.5,232,1.64,0.27,98.09,1,15.56,4.72,0.002,0.801,0.197,0.002,1.64,11437,15.56,Upper-Medium (0.659 - 0.780),1/1/2014,0.782234957,1,4.92,Qatar,Qatar,Qatar,0.27,4.72,0.698,21500,0.546,33,33,0.801,18.61,82.5,16.29,1,98.09,232,77.41,885359,NEAR EAST,0.197,2014,2014
UM,2014,0.342,2014,Romania,ROU,Romania,Romania,EASTERN EUROPE,22303552,237500,93.91,0.09,-0.13,26.43,7000,98.4,196.87,40.82,2.25,56.93,3,10.7,11.77,0.101,0.35,0.549,0.101,40.82,237500,10.7,Upper-Medium (0.659 - 0.780),1/1/2014,0.447643979,3,0.09,Romania,Romania,Romania,2.25,11.77,0.764,7000,0.342,50,50,0.35,26.43,98.4,-0.13,1,56.93,196.87,93.91,22303552,EASTERN EUROPE,0.549,2014,2014
L,2014,0.394,2014,Rwanda,RWA,Rwanda,Rwanda,SUB-SAHARAN AFRICA,8648248,26338,328.36,0,0,91.23,1300,70.4,2.66,40.54,12.16,47.3,3,40.37,16.09,0.401,0.229,0.37,0.401,40.54,26338,40.37,"Low (
0.206 - 0.498)",1/1/2014,0.924882629,3,0,Rwanda,Rwanda,Rwanda,12.16,16.09,0.426,1300,0.394,159,159,0.229,91.23,70.4,0,1,47.3,2.66,328.36,8648248,SUB-SAHARAN AFRICA,0.37,2014,2014
LM,2014,0.445,2014,Samoa,WSM,Samoa,Samoa,OCEANIA,176908,2944,60.09,13.69,-11.7,27.71,5600,99.7,75.18,21.2,24.38,54.42,2,16.43,6.62,0.114,0.584,0.302,0.114,21.2,2944,16.43,Upper-Medium (0.659 - 0.780),1/1/2014,0.633903134,2,13.69,Samoa,Samoa,Samoa,24.38,6.62,0.702,5600,0.445,104,104,0.584,27.71,99.7,-11.7,1,54.42,75.18,60.09,176908,OCEANIA,0.302,2014,2014
LM,2014,0.525,2014,Senegal,SEN,Senegal,Senegal,SUB-SAHARAN AFRICA,11987121,196190,61.1,0.27,0.2,55.51,1600,40.2,22.24,12.78,0.21,87.01,2,32.78,9.42,0.172,0.209,0.619,0.172,12.78,196190,32.78,"Low (
0.206 - 0.498)",1/1/2014,1.478873239,2,0.27,Senegal,Senegal,Senegal,0.21,9.42,0.355,1600,0.525,162,162,0.209,55.51,40.2,0.2,1,87.01,22.24,61.1,11987121,SUB-SAHARAN AFRICA,0.619,2014,2014
UM,2014,0.187,2014,Serbia,SRB,Serbia,Serbia,EASTERN EUROPE,9396411,88361,106.34,0,-1.33,12.89,2200,93,285.79,33.35,3.2,63.45,,,,0.166,0.255,0.579,0.166,33.35,88361,,Upper-Medium (0.659 - 0.780),1/1/2014,0.246052632,,0,Serbia,Serbia,Serbia,3.2,,0.76,2200,0.187,66,66,0.255,12.89,93,-1.33,1,63.45,285.79,106.34,9396411,EASTERN EUROPE,0.579,2014,2014
H,2014,0.069,2014,Singapore,SGP,Singapore,Singapore,ASIA (EX. NEAR EAST),4492150,693,6482.18,27.85,11.53,2.29,23700,92.5,411.38,1.64,0,98.36,2,9.34,4.28,0,0.339,0.661,0,1.64,693,9.34,High (0.780 - 0.939),1/1/2014,0.084766585,2,27.85,Singapore,Singapore,Singapore,0,4.28,0.814,23700,0.069,5,5,0.339,2.29,92.5,11.53,1,98.36,411.38,6482.18,4492150,ASIA (EX. NEAR EAST),0.661,2014,2014
H,2014,0.057,2014,Slovenia,SVN,Slovenia,Slovenia,EASTERN EUROPE,2010347,20273,99.16,0.23,1.12,4.45,19000,99.7,406.1,8.6,1.49,89.91,,8.98,10.31,0.028,0.369,0.603,0.028,8.6,20273,8.98,High (0.780 - 0.939),1/1/2014,0.064334086,,0.23,Slovenia,Slovenia,Slovenia,1.49,10.31,0.886,19000,0.057,25,25,0.369,4.45,99.7,1.12,1,89.91,406.1,99.16,2010347,EASTERN EUROPE,0.603,2014,2014
H,2014,0.087,2014,Spain,ESP,Spain,Spain,WESTERN EUROPE,40397842,504782,80.03,0.98,0.99,4.42,22000,97.9,453.54,26.07,9.87,64.06,3,10.06,9.72,0.04,0.295,0.665,0.04,26.07,504782,10.06,High (0.780 - 0.939),1/1/2014,0.106356968,3,0.98,Spain,Spain,Spain,9.87,9.72,0.818,22000,0.087,27,27,0.295,4.42,97.9,0.99,1,64.06,453.54,80.03,40397842,WESTERN EUROPE,0.665,2014,2014
LM,2014,0.595,2014,Sudan,SDN,Sudan,Sudan,SUB-SAHARAN AFRICA,41236378,2505810,16.46,0.03,-0.02,62.5,1900,61.1,16.25,6.83,0.18,92.99,2,34.53,8.97,0.387,0.203,0.41,0.387,6.83,2505810,34.53,"Low (
0.206 - 0.498)",1/1/2014,1.871069182,2,0.03,Sudan,Sudan,Sudan,0.18,8.97,0.318,1900,0.595,165,165,0.203,62.5,61.1,-0.02,1,92.99,16.25,16.46,41236378,SUB-SAHARAN AFRICA,0.41,2014,2014
UM,2014,0.493,2014,Suriname,SUR,Suriname,Suriname,LATIN AMER. & CARIB,439117,163270,2.69,0.24,-8.81,23.57,4000,93,184.69,0.37,0.06,99.57,2,18.02,7.27,0.13,0.22,0.65,0.13,0.37,163270,18.02,Low-Medium (0.498 - 0.659),1/1/2014,0.782539683,2,0.24,Suriname,Suriname,Suriname,0.06,7.27,0.63,4000,0.493,97,97,0.22,23.57,93,-8.81,1,99.57,184.69,2.69,439117,LATIN AMER. & CARIB,0.65,2014,2014
LM,2014,0.57,2014,Swaziland,SWZ,Swaziland,Swaziland,SUB-SAHARAN AFRICA,1136334,17363,65.45,0,0,69.27,4900,81.6,30.8,10.35,0.7,88.95,2.5,27.41,29.74,0.119,0.515,0.366,0.119,10.35,17363,27.41,Low-Medium (0.498 - 0.659),1/1/2014,1.04587156,2.5,0,Swaziland,Swaziland,Swaziland,0.7,29.74,0.545,4900,0.57,148,148,0.515,69.27,81.6,0,1,88.95,30.8,65.45,1136334,SUB-SAHARAN AFRICA,0.366,2014,2014
H,2014,0.047,2014,Sweden,SWE,Sweden,Sweden,WESTERN EUROPE,9016596,449964,20.04,0.72,1.67,2.77,26800,99,715.01,6.54,0.01,93.45,3,10.27,10.31,0.011,0.282,0.707,0.011,6.54,449964,10.27,High (0.780 - 0.939),1/1/2014,0.055164319,3,0.72,Sweden,Sweden,Sweden,0.01,10.31,0.852,26800,0.047,14,14,0.282,2.77,99,1.67,1,93.45,715.01,20.04,9016596,WESTERN EUROPE,0.707,2014,2014
H,2014,0.045,2014,Switzerland,CHE,Switzerland,Switzerland,WESTERN EUROPE,7523934,41290,182.22,0,4.05,4.39,32700,99,680.89,10.42,0.61,88.97,3,9.71,8.49,0.015,0.34,0.645,0.015,10.42,41290,9.71,High (0.780 - 0.939),1/1/2014,0.05044843,3,0,Switzerland,Switzerland,Switzerland,0.61,8.49,0.892,32700,0.045,2,2,0.34,4.39,99,4.05,1,88.97,680.89,182.22,7523934,WESTERN EUROPE,0.645,2014,2014
LM,2014,0.324,2014,Tajikistan,TJK,Tajikistan,Tajikistan,C.W. OF IND. STATES,7320815,143100,51.16,0,-2.86,110.76,1000,99.4,33.49,6.61,0.92,92.47,2,32.65,8.25,0.234,0.286,0.48,0.234,6.61,143100,32.65,Low-Medium (0.498 - 0.659),1/1/2014,0.492401216,2,0,Tajikistan,Tajikistan,Tajikistan,0.92,8.25,0.658,1000,0.324,129,129,0.286,110.76,99.4,-2.86,1,92.47,33.49,51.16,7320815,C.W. OF IND. STATES,0.48,2014,2014
UM,2014,0.369,2014,Thailand,THA,Thailand,Thailand,ASIA (EX. NEAR EAST),64631595,514000,125.74,0.63,0,20.48,7400,92.6,108.85,29.36,6.46,64.18,2,13.87,7.04,0.099,0.441,0.46,0.099,29.36,514000,13.87,Low-Medium (0.498 - 0.659),1/1/2014,0.575663027,2,0.63,Thailand,Thailand,Thailand,6.46,7.04,0.641,7400,0.369,87,87,0.441,20.48,92.6,0,1,64.18,108.85,125.74,64631595,ASIA (EX. NEAR EAST),0.46,2014,2014
L,2014,0.557,2014,Togo,TGO,Togo,Togo,SUB-SAHARAN AFRICA,5548702,56785,97.71,0.1,0,66.61,1500,60.9,10.56,46.15,2.21,51.64,2,37.01,9.83,0.395,0.204,0.401,0.395,46.15,56785,37.01,"Low (
0.206 - 0.498)",1/1/2014,1.139059305,2,0.1,Togo,Togo,Togo,2.21,9.83,0.489,1500,0.557,166,166,0.204,66.61,60.9,0,1,51.64,10.56,97.71,5548702,SUB-SAHARAN AFRICA,0.401,2014,2014
UM,2014,0.662,2014,Tonga,TON,Tonga,Tonga,OCEANIA,114689,748,153.33,56.02,0,12.62,2200,98.5,97.66,23.61,43.06,33.33,2,25.37,5.28,0.23,0.27,0.5,0.23,23.61,748,25.37,Upper-Medium (0.659 - 0.780),1/1/2014,0.864229765,2,56.02,Tonga,Tonga,Tonga,43.06,5.28,0.766,2200,0.662,101,101,0.27,12.62,98.5,0,1,33.33,97.66,153.33,114689,OCEANIA,0.5,2014,2014
UM,2014,0.288,2014,Tunisia,TUN,Tunisia,Tunisia,NORTHERN AFRICA,10175014,163610,62.19,0.7,-0.57,24.77,6900,74.2,123.59,17.86,13.74,68.4,3,15.52,5.13,0.132,0.318,0.55,0.132,17.86,163610,15.52,Low-Medium (0.498 - 0.659),1/1/2014,0.449297972,3,0.7,Tunisia,Tunisia,Tunisia,13.74,5.13,0.641,6900,0.288,97,97,0.318,24.77,74.2,-0.57,1,68.4,123.59,62.19,10175014,NORTHERN AFRICA,0.55,2014,2014
UM,2014,0.34,2014,Turkey,TUR,Turkey,Turkey,NEAR EAST,70413958,780580,90.21,0.92,0,41.04,6700,86.5,269.52,30.93,3.31,65.76,3,16.62,5.97,0.117,0.298,0.585,0.117,30.93,780580,16.62,Upper-Medium (0.659 - 0.780),1/1/2014,0.510510511,3,0.92,Turkey,Turkey,Turkey,3.31,5.97,0.666,6700,0.34,71,71,0.298,41.04,86.5,0,1,65.76,269.52,90.21,70413958,NEAR EAST,0.585,2014,2014
UM,2014,,2014,Turkmenistan,TKM,Turkmenistan,Turkmenistan,C.W. OF IND. STATES,5042920,488100,10.33,0,-0.86,73.08,5800,98,74.58,3.72,0.14,96.14,1,27.61,8.6,0.209,0.38,0.411,0.209,3.72,488100,27.61,Low-Medium (0.498 - 0.659),1/1/2014,,1,0,Turkmenistan,Turkmenistan,Turkmenistan,0.14,8.6,0.629,5800,,111,111,0.38,73.08,98,-0.86,1,96.14,74.58,10.33,5042920,C.W. OF IND. STATES,0.411,2014,2014
L,2014,0.529,2014,Uganda,UGA,Uganda,Uganda,SUB-SAHARAN AFRICA,28195754,236040,119.45,0,0,67.83,1400,69.9,3.58,25.88,10.65,63.47,2,47.35,12.24,0.311,0.222,0.469,0.311,25.88,236040,47.35,"Low (
0.206 - 0.498)",1/1/2014,1.145021645,2,0,Uganda,Uganda,Uganda,10.65,12.24,0.462,1400,0.529,163,163,0.222,67.83,69.9,0,1,63.47,3.58,119.45,28195754,SUB-SAHARAN AFRICA,0.469,2014,2014
LM,2014,0.29,2014,Ukraine,UKR,Ukraine,Ukraine,C.W. OF IND. STATES,46710816,603700,77.37,0.46,-0.39,20.34,5400,99.7,259.94,56.21,1.61,42.18,3,8.82,14.39,0.187,0.452,0.361,0.187,56.21,603700,8.82,High (0.780 - 0.939),1/1/2014,0.361145704,3,0.46,Ukraine,Ukraine,Ukraine,1.61,14.39,0.803,5400,0.29,84,84,0.452,20.34,99.7,-0.39,1,42.18,259.94,77.37,46710816,C.W. OF IND. STATES,0.361,2014,2014
H,2014,0.317,2014,Uruguay,URY,Uruguay,Uruguay,LATIN AMER. & CARIB,3431932,176220,19.48,0.37,-0.32,11.95,12800,98,291.38,7.43,0.23,92.34,3,13.91,9.05,0.093,0.311,0.596,0.093,7.43,176220,13.91,Upper-Medium (0.659 - 0.780),1/1/2014,0.442119944,3,0.37,Uruguay,Uruguay,Uruguay,0.23,9.05,0.717,12800,0.317,54,54,0.311,11.95,98,-0.32,1,92.34,291.38,19.48,3431932,LATIN AMER. & CARIB,0.596,2014,2014
LM,2014,0.279,2014,Uzbekistan,UZB,Uzbekistan,Uzbekistan,C.W. OF IND. STATES,27307134,447400,61.04,0,-1.72,71.1,1700,99.3,62.88,10.83,0.83,88.34,1,26.36,7.84,0.342,0.229,0.43,0.342,10.83,447400,26.36,Upper-Medium (0.659 - 0.780),1/1/2014,0.37804878,1,0,Uzbekistan,Uzbekistan,Uzbekistan,0.83,7.84,0.738,1700,0.279,105,105,0.229,71.1,99.3,-1.72,1,88.34,62.88,61.04,27307134,C.W. OF IND. STATES,0.43,2014,2014
LM,2014,0.334,2014,VietNam,VNM,Vietnam,Vietnam,ASIA (EX. NEAR EAST),84402966,329560,256.11,1.05,-0.45,25.95,2500,90.3,187.73,19.97,5.95,74.08,2,16.86,6.22,0.209,0.41,0.381,0.209,19.97,329560,16.86,Low-Medium (0.498 - 0.659),1/1/2014,0.545751634,2,1.05,Vietnam,VietNam,VietNam,5.95,6.22,0.612,2500,0.334,115,115,0.41,25.95,90.3,-0.45,1,74.08,187.73,256.11,84402966,ASIA (EX. NEAR EAST),0.381,2014,2014
LM,2014,0.541,2014,Zambia,ZMB,Zambia,Zambia,SUB-SAHARAN AFRICA,11502010,752614,15.28,0,0,88.29,800,80.6,8.23,7.08,0.03,92.9,2,41,19.93,0.22,0.29,0.489,0.22,7.08,752614,41,Low-Medium (0.498 - 0.659),1/1/2014,0.937608319,2,0,Zambia,Zambia,Zambia,0.03,19.93,0.577,800,0.541,139,139,0.29,88.29,80.6,0,1,92.9,8.23,15.28,11502010,SUB-SAHARAN AFRICA,0.489,2014,2014
L,2014,0.535,2014,Zimbabwe,ZWE,Zimbabwe,Zimbabwe,SUB-SAHARAN AFRICA,12236805,390580,31.33,0,0,67.69,1900,90.7,26.8,8.32,0.34,91.34,2,28.01,21.84,0.179,0.243,0.579,0.179,8.32,390580,28.01,Low-Medium (0.498 - 0.659),1/1/2014,0.983455882,2,0,Zimbabwe,Zimbabwe,Zimbabwe,0.34,21.84,0.544,1900,0.535,154,154,0.243,67.69,90.7,0,1,91.34,26.8,31.33,12236805,SUB-SAHARAN AFRICA,0.579,2014,2014
L,2015,0.667,2015,Afghanistan,AFG,Afghanistan,Afghanistan,ASIA (EX. NEAR EAST),31056997,647500,47.96,0,23.06,163.07,700,36,3.22,12.13,0.22,87.65,1,46.6,20.34,0.38,0.24,0.38,0.38,12.13,647500,46.6,"Low (
0.206 - 0.498)",1/1/2015,1.675879397,1,0,Afghanistan,Afghanistan,Afghanistan,0.22,20.34,0.398,700,0.667,169,169,0.24,163.07,36,23.06,1,87.65,3.22,47.96,31056997,ASIA (EX. NEAR EAST),0.38,2015,2015
UM,2015,0.267,2015,Albania,ALB,Albania,Albania,EASTERN EUROPE,3581655,28748,124.59,1.26,-4.93,21.52,4500,86.5,71.2,21.09,4.42,74.49,3,15.11,5.22,0.232,0.188,0.579,0.232,21.09,28748,15.11,Upper-Medium (0.659 - 0.780),1/1/2015,0.373426573,3,1.26,Albania,Albania,Albania,4.42,5.22,0.715,4500,0.267,75,75,0.188,21.52,86.5,-4.93,1,74.49,71.2,124.59,3581655,EASTERN EUROPE,0.579,2015,2015
UM,2015,0.429,2015,Algeria,DZA,Algeria,Algeria,NORTHERN AFRICA,32930091,2381740,13.83,0.04,-0.39,31,6000,70,78.1,3.22,0.25,96.53,1,17.14,4.61,0.101,0.6,0.298,0.101,3.22,2381740,17.14,Low-Medium (0.498 - 0.659),1/1/2015,0.651975684,1,0.04,Algeria,Algeria,Algeria,0.25,4.61,0.658,6000,0.429,83,83,0.6,31,70,-0.39,1,96.53,78.1,13.83,32930091,NORTHERN AFRICA,0.298,2015,2015
UM,2015,,2015,Argentina,ARG,Argentina,Argentina,LATIN AMER. & CARIB,39921833,2766890,14.43,0.18,0.61,15.18,11200,97.1,220.43,12.31,0.48,87.21,3,16.73,7.55,0.095,0.358,0.547,0.095,12.31,2766890,16.73,High (0.780 - 0.939),1/1/2015,,3,0.18,Argentina,Argentina,Argentina,0.48,7.55,0.808,11200,,45,45,0.358,15.18,97.1,0.61,1,87.21,220.43,14.43,39921833,LATIN AMER. & CARIB,0.547,2015,2015
LM,2015,0.293,2015,Armenia,ARM,Armenia,Armenia,C.W. OF IND. STATES,2976372,29800,99.88,0,-6.47,23.28,3500,98.6,195.71,17.55,2.3,80.15,4,12.07,8.23,0.239,0.343,0.418,0.239,17.55,29800,12.07,Upper-Medium (0.659 - 0.780),1/1/2015,0.401369863,4,0,Armenia,Armenia,Armenia,2.3,8.23,0.73,3500,0.293,84,84,0.343,23.28,98.6,-6.47,1,80.15,195.71,99.88,2976372,C.W. OF IND. STATES,0.418,2015,2015
H,2015,0.12,2015,Australia,AUS,Australia,Australia,OCEANIA,20264082,7686850,2.64,0.34,3.98,4.69,29000,100,565.53,6.55,0.04,93.41,1,12.14,7.51,0.038,0.262,0.7,0.038,6.55,7686850,12.14,High (0.780 - 0.939),1/1/2015,0.127795527,1,0.34,Australia,Australia,Australia,0.04,7.51,0.939,29000,0.12,2,2,0.262,4.69,100,3.98,1,93.41,565.53,2.64,20264082,OCEANIA,0.7,2015,2015
