Income Bucket,Year-1,GII,Year,Date,Country,Code,Country-1
H,2012,0.346,2012,1/1/12,Trinidad and Tobago,TTO,Trinidad and Tobago
UM,2012,0.297,2012,1/1/12,Tunisia,TUN,Tunisia
UM,2012,0.365,2012,1/1/12,Turkey,TUR,Turkey
UM,2012,null,2012,1/1/12,Turkmenistan,TKM,Turkmenistan
L,2012,0.545,2012,1/1/12,Uganda,UGA,Uganda
LM,2012,0.316,2012,1/1/12,Ukraine,UKR,Ukraine
H,2012,0.247,2012,1/1/12,United Arab Emirates,ARE,United Arab Emirates
H,2012,0.168,2012,1/1/12,United Kingdom,GBR,United Kingdom
H,2012,0.235,2012,1/1/12,United States,USA,United States
H,2012,0.32,2012,1/1/12,Uruguay,URY,Uruguay
LM,2012,null,2012,1/1/12,Uzbekistan,UZB,Uzbekistan
LM,2012,0.331,2012,1/1/12,VietNam,VNM,Vietnam
LM,2012,0.55,2012,1/1/12,Zambia,ZMB,Zambia
L,2012,0.569,2012,1/1/12,Zimbabwe,ZWE,Zimbabwe
L,2013,0.689,2013,1/1/13,Afghanistan,AFG,Afghanistan
UM,2013,0.272,2013,1/1/13,Albania,ALB,Albania
UM,2013,0.429,2013,1/1/13,Algeria,DZA,Algeria
UM,2013,0.364,2013,1/1/13,Argentina,ARG,Argentina
LM,2013,0.308,2013,1/1/13,Armenia,ARM,Armenia
H,2013,0.124,2013,1/1/13,Australia,AUS,Australia
H,2013,0.087,2013,1/1/13,Austria,AUT,Austria
UM,2013,0.324,2013,1/1/13,Azerbaijan,AZE,Azerbaijan
H,2013,0.372,2013,1/1/13,Bahamas,BHS,Bahamas
H,2013,0.22,2013,1/1/13,Bahrain,BHR,Bahrain
L,2013,0.535,2013,1/1/13,Bangladesh,BGD,Bangladesh
H,2013,0.294,2013,1/1/13,Barbados,BRB,Barbados
UM,2013,0.148,2013,1/1/13,Belarus,BLR,Belarus
H,2013,0.084,2013,1/1/13,Belgium,BEL,Belgium
UM,2013,0.384,2013,1/1/13,Belize,BLZ,Belize
L,2013,0.615,2013,1/1/13,Benin,BEN,Benin
LM,2013,0.524,2013,1/1/13,Bhutan,BTN,Bhutan
LM,2013,0.486,2013,1/1/13,Bolivia,BOL,Bolivia
UM,2013,0.186,2013,1/1/13,Bosnia and Herzegovina,BIH,Bosnia and Herzegovina
UM,2013,0.465,2013,1/1/13,Botswana,BWA,Botswana
UM,2013,0.431,2013,1/1/13,Brazil,BRA,Brazil
UM,2013,0.215,2013,1/1/13,Bulgaria,BGR,Bulgaria
L,2013,0.489,2013,1/1/13,Burundi,BDI,Burundi
L,2013,0.485,2013,1/1/13,Cambodia,KHM,Cambodia
LM,2013,0.577,2013,1/1/13,Cameroon,CMR,Cameroon
H,2013,0.108,2013,1/1/13,Canada,CAN,Canada
L,2013,null,2013,1/1/13,Central African Republic,CAF,Central African Republic
L,2013,null,2013,1/1/13,Chad,TCD,Chad
H,2013,0.329,2013,1/1/13,Chile,CHL,Chile
UM,2013,0.172,2013,1/1/13,China,CHN,China
UM,2013,0.423,2013,1/1/13,Colombia,COL,Colombia
LM,2013,0.671,2013,1/1/13,Côte d'Ivoire,CIV,Côte d'Ivoire
H,2013,0.128,2013,1/1/13,Croatia,HRV,Croatia
UM,2013,0.311,2013,1/1/13,Cuba,CUB,Cuba
H,2013,0.135,2013,1/1/13,Cyprus,CYP,Cyprus
H,2013,0.135,2013,1/1/13,Czech Republic,CZE,Czech Republic
H,2013,0.044,2013,1/1/13,Denmark,DNK,Denmark
UM,2013,0.483,2013,1/1/13,Dominican Republic,DOM,Dominican Republic
UM,2013,0.405,2013,1/1/13,Ecuador,ECU,Ecuador
H,2013,0.155,2013,1/1/13,Estonia,EST,Estonia
L,2013,0.546,2013,1/1/13,Ethiopia,ETH,Ethiopia
UM,2013,null,2013,1/1/13,Fiji,FJI,Fiji
H,2013,0.064,2013,1/1/13,Finland,FIN,Finland
H,2013,0.107,2013,1/1/13,France,FRA,France
UM,2013,0.549,2013,1/1/13,Gabon,GAB,Gabon
LM,2013,0.369,2013,1/1/13,Georgia,GEO,Georgia
H,2013,0.077,2013,1/1/13,Germany,DEU,Germany
LM,2013,0.549,2013,1/1/13,Ghana,GHA,Ghana
H,2013,0.128,2013,1/1/13,Greece,GRC,Greece
LM,2013,0.522,2013,1/1/13,Guatemala,GTM,Guatemala
LM,2013,0.512,2013,1/1/13,Guyana,GUY,Guyana
L,2013,0.6,2013,1/1/13,Haiti,HTI,Haiti
LM,2013,null,2013,1/1/13,Honduras,HND,Honduras
UM,2013,0.259,2013,1/1/13,Hungary,HUN,Hungary
H,2013,0.076,2013,1/1/13,Iceland,ISL,Iceland
LM,2013,0.561,2013,1/1/13,India,IND,India
LM,2013,0.472,2013,1/1/13,Indonesia,IDN,Indonesia
UM,2013,0.529,2013,1/1/13,Iraq,IRQ,Iraq
H,2013,0.14,2013,1/1/13,Ireland,IRL,Ireland
H,2013,0.124,2013,1/1/13,Israel,ISR,Israel
H,2013,0.09,2013,1/1/13,Italy,ITA,Italy
UM,2013,0.435,2013,1/1/13,Jamaica,JAM,Jamaica
H,2013,0.127,2013,1/1/13,Japan,JPN,Japan
UM,2013,0.484,2013,1/1/13,Jordan,JOR,Jordan
UM,2013,0.215,2013,1/1/13,Kazakhstan,KAZ,Kazakhstan
L,2013,0.573,2013,1/1/13,Kenya,KEN,Kenya
H,2013,0.243,2013,1/1/13,Kuwait,KWT,Kuwait
H,2013,0.184,2013,1/1/13,Latvia,LVA,Latvia
UM,2013,0.387,2013,1/1/13,Lebanon,LBN,Lebanon
LM,2013,0.553,2013,1/1/13,Lesotho,LSO,Lesotho
L,2013,0.654,2013,1/1/13,Liberia,LBR,Liberia
UM,2013,0.166,2013,1/1/13,Libya,LBY,Libya
H,2013,0.135,2013,1/1/13,Lithuania,LTU,Lithuania
H,2013,0.088,2013,1/1/13,Luxembourg,LUX,Luxembourg
L,2013,0.605,2013,1/1/13,Malawi,MWI,Malawi
UM,2013,0.293,2013,1/1/13,Malaysia,MYS,Malaysia
UM,2013,0.335,2013,1/1/13,Maldives,MDV,Maldives
L,2013,null,2013,1/1/13,Mali,MLI,Mali
H,2013,0.216,2013,1/1/13,Malta,MLT,Malta
LM,2013,null,2013,1/1/13,Mauritania,MRT,Mauritania
UM,2013,0.361,2013,1/1/13,Mauritius,MUS,Mauritius
UM,2013,0.364,2013,1/1/13,Mexico,MEX,Mexico
LM,2013,0.247,2013,1/1/13,Moldova,MDA,Moldova
LM,2013,0.292,2013,1/1/13,Mongolia,MNG,Mongolia
UM,2013,0.174,2013,1/1/13,Montenegro,MNE,Montenegro
LM,2013,0.522,2013,1/1/13,Morocco,MAR,Morocco
L,2013,0.587,2013,1/1/13,Mozambique,MOZ,Mozambique
L,2013,0.443,2013,1/1/13,Myanmar,MMR,Myanmar
UM,2013,0.501,2013,1/1/13,Namibia,NAM,Namibia
L,2013,null,2013,1/1/13,Nepal,NPL,Nepal
H,2013,0.047,2013,1/1/13,Netherlands,NLD,Netherlands
LM,2013,0.474,2013,1/1/13,Nicaragua,NIC,Nicaragua
L,2013,0.702,2013,1/1/13,Niger,NER,Niger
H,2013,0.062,2013,1/1/13,Norway,NOR,Norway
H,2013,0.294,2013,1/1/13,Oman,OMN,Oman
LM,2013,0.555,2013,1/1/13,Pakistan,PAK,Pakistan
UM,2013,0.507,2013,1/1/13,Panama,PAN,Panama
LM,2013,0.602,2013,1/1/13,Papua New Guinea,PNG,Papua New Guinea
LM,2013,0.469,2013,1/1/13,Paraguay,PRY,Paraguay
UM,2013,0.394,2013,1/1/13,Peru,PER,Peru
LM,2013,0.437,2013,1/1/13,Philippines,PHL,Philippines
H,2013,0.15,2013,1/1/13,Poland,POL,Poland
H,2013,0.11,2013,1/1/13,Portugal,PRT,Portugal
H,2013,0.552,2013,1/1/13,Qatar,QAT,Qatar
UM,2013,0.344,2013,1/1/13,Romania,ROU,Romania
H,2013,0.29,2013,1/1/13,Russian Federation,RUS,Russian Federation
L,2013,0.405,2013,1/1/13,Rwanda,RWA,Rwanda
LM,2013,0.478,2013,1/1/13,Samoa,WSM,Samoa
H,2013,0.267,2013,1/1/13,Saudi Arabia,SAU,Saudi Arabia
LM,2013,0.532,2013,1/1/13,Senegal,SEN,Senegal
UM,2013,0.19,2013,1/1/13,Serbia,SRB,Serbia
L,2013,0.656,2013,1/1/13,Sierra Leone,SLE,Sierra Leone
H,2013,0.082,2013,1/1/13,Singapore,SGP,Singapore
H,2013,0.064,2013,1/1/13,Slovenia,SVN,Slovenia
UM,2013,0.406,2013,1/1/13,South Africa,ZAF,South Africa
H,2013,0.095,2013,1/1/13,Spain,ESP,Spain
LM,2013,0.602,2013,1/1/13,Sudan,SDN,Sudan
UM,2013,0.496,2013,1/1/13,Suriname,SUR,Suriname
LM,2013,0.576,2013,1/1/13,Swaziland,SWZ,Swaziland
H,2013,0.048,2013,1/1/13,Sweden,SWE,Sweden
H,2013,0.049,2013,1/1/13,Switzerland,CHE,Switzerland
LM,2013,0.551,2013,1/1/13,Syrian Arab Republic,SYR,Syrian Arab Republic
L,2013,0.321,2013,1/1/13,Tajikistan,TJK,Tajikistan
L,2013,0.553,2013,1/1/13,Tanzania,TZA,Tanzania
UM,2013,0.307,2013,1/1/13,Thailand,THA,Thailand
L,2013,0.567,2013,1/1/13,Togo,TGO,Togo
UM,2013,0.465,2013,1/1/13,Tonga,TON,Tonga
H,2013,0.343,2013,1/1/13,Trinidad and Tobago,TTO,Trinidad and Tobago
UM,2013,0.299,2013,1/1/13,Tunisia,TUN,Tunisia
UM,2013,0.351,2013,1/1/13,Turkey,TUR,Turkey
UM,2013,null,2013,1/1/13,Turkmenistan,TKM,Turkmenistan
L,2013,0.537,2013,1/1/13,Uganda,UGA,Uganda
LM,2013,0.308,2013,1/1/13,Ukraine,UKR,Ukraine
H,2013,0.247,2013,1/1/13,United Arab Emirates,ARE,United Arab Emirates
H,2013,0.159,2013,1/1/13,United Kingdom,GBR,United Kingdom
H,2013,0.227,2013,1/1/13,United States,USA,United States
H,2013,0.32,2013,1/1/13,Uruguay,URY,Uruguay
LM,2013,0.279,2013,1/1/13,Uzbekistan,UZB,Uzbekistan
LM,2013,0.333,2013,1/1/13,VietNam,VNM,Vietnam
LM,2013,0.544,2013,1/1/13,Zambia,ZMB,Zambia
L,2013,0.532,2013,1/1/13,Zimbabwe,ZWE,Zimbabwe
L,2014,0.676,2014,1/1/14,Afghanistan,AFG,Afghanistan
UM,2014,0.267,2014,1/1/14,Albania,ALB,Albania
UM,2014,0.429,2014,1/1/14,Algeria,DZA,Algeria
H,2014,0.364,2014,1/1/14,Argentina,ARG,Argentina
LM,2014,0.299,2014,1/1/14,Armenia,ARM,Armenia
H,2014,0.123,2014,1/1/14,Australia,AUS,Australia
H,2014,0.083,2014,1/1/14,Austria,AUT,Austria
UM,2014,0.33,2014,1/1/14,Azerbaijan,AZE,Azerbaijan
H,2014,0.37,2014,1/1/14,Bahamas,BHS,Bahamas
H,2014,0.224,2014,1/1/14,Bahrain,BHR,Bahrain
LM,2014,0.527,2014,1/1/14,Bangladesh,BGD,Bangladesh
H,2014,0.291,2014,1/1/14,Barbados,BRB,Barbados
UM,2014,0.146,2014,1/1/14,Belarus,BLR,Belarus
