IncomeBucket,Year-1,GII,Year,Country,Code,Region,EducationIndexBucket,Date,GIvsEI,Country-3,Country-4,EI,Literacy-1,Net migration-1,Number of Records,Other-1,Phones-1,Pop. Density-1,Year-2,Year-3,FedPercent,GDPPercent,Year-4,HDI Rank (2015),Country-1,Region-1
LM,2011,0.504,2011,Honduras,HND,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/11,0.99408284,Honduras,Honduras,0.507,76.2,-1.99,1,87.23,67.48,65.36,2011,2011,19.5,null,2011,130,Honduras,LATIN AMER. & CARIB
H,2011,0.261,2011,Hungary,HUN,EASTERN EUROPE,High (0.780 - 0.939),1/1/11,0.319461444,Hungary,Hungary,0.817,99.4,0.86,1,47.85,336.23,107.29,2011,2011,8.8,4.6,2011,43,Hungary,EASTERN EUROPE
H,2011,0.095,2011,Iceland,ISL,WESTERN EUROPE,High (0.780 - 0.939),1/1/11,0.109447005,Iceland,Iceland,0.868,99.9,2.38,1,99.93,647.65,2.91,2011,2011,39.7,7,2011,9,Iceland,WESTERN EUROPE
LM,2011,0.582,2011,India,IND,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/11,1.182926829,India,India,0.492,59.5,-0.07,1,42.86,45.42,333.18,2011,2011,10.9,3.7,2011,131,India,ASIA (EX. NEAR EAST)
LM,2011,0.481,2011,Indonesia,IDN,ASIA (EX. NEAR EAST),Low-Medium (0.498 - 0.659),1/1/11,0.801666667,Indonesia,Indonesia,0.6,87.9,0,1,81.45,52.03,127.88,2011,2011,18.2,3.2,2011,113,Indonesia,ASIA (EX. NEAR EAST)
H,2011,0.155,2011,Ireland,IRL,WESTERN EUROPE,High (0.780 - 0.939),1/1/11,0.179814385,Ireland,Ireland,0.862,98,4.99,1,84.77,500.46,57.8,2011,2011,19,5.8,2011,8,Ireland,WESTERN EUROPE
H,2011,0.141,2011,Israel,ISR,NEAR EAST,High (0.780 - 0.939),1/1/11,0.164335664,Israel,Israel,0.858,95.4,0.68,1,79.44,462.26,305.83,2011,2011,20,5.6,2011,19,Israel,NEAR EAST
H,2011,0.12,2011,Italy,ITA,WESTERN EUROPE,High (0.780 - 0.939),1/1/11,0.151898734,Italy,Italy,0.79,98.6,2.07,1,62.68,430.89,192.99,2011,2011,20.6,4.1,2011,26,Italy,WESTERN EUROPE
UM,2011,0.443,2011,Jamaica,JAM,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/11,0.65727003,Jamaica,Jamaica,0.674,87.9,-4.92,1,73.77,124,250.94,2011,2011,15.5,6.3,2011,94,Jamaica,LATIN AMER. & CARIB
H,2011,0.119,2011,Japan,JPN,ASIA (EX. NEAR EAST),High (0.780 - 0.939),1/1/11,0.145833333,Japan,Japan,0.816,99,0,1,86.85,461.15,337.35,2011,2011,13.4,3.8,2011,17,Japan,ASIA (EX. NEAR EAST)
UM,2011,0.254,2011,Kazakhstan,KAZ,C.W. OF IND. STATES,High (0.780 - 0.939),1/1/11,0.321112516,Kazakhstan,Kazakhstan,0.791,98.4,-3.35,1,91.97,164.11,5.61,2011,2011,13.6,null,2011,56,Kazakhstan,C.W. OF IND. STATES
L,2011,0.613,2011,Kenya,KEN,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/11,1.192607004,Kenya,Kenya,0.514,85.1,-0.1,1,90.94,8.12,59.57,2011,2011,9.8,null,2011,146,Kenya,SUB-SAHARAN AFRICA
H,2011,0.234,2011,Kuwait,KWT,NEAR EAST,Low-Medium (0.498 - 0.659),1/1/11,0.389351082,Kuwait,Kuwait,0.601,83.5,14.18,1,99.16,211.01,135.71,2011,2011,7.7,null,2011,51,Kuwait,NEAR EAST
UM,2011,0.204,2011,Latvia,LVA,BALTICS,High (0.780 - 0.939),1/1/11,0.247873633,Latvia,Latvia,0.823,99.8,-2.23,1,69.86,321.36,35.22,2011,2011,23,5,2011,44,Latvia,BALTICS
UM,2011,0.398,2011,Lebanon,LBN,NEAR EAST,Low-Medium (0.498 - 0.659),1/1/11,0.618012422,Lebanon,Lebanon,0.644,87.4,0,1,69.4,255.55,372.5,2011,2011,3.1,1.6,2011,76,Lebanon,NEAR EAST
LM,2011,0.563,2011,Lesotho,LSO,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/11,1.130522088,Lesotho,Lesotho,0.498,84.8,-0.74,1,89,23.73,66.62,2011,2011,23.5,null,2011,160,Lesotho,SUB-SAHARAN AFRICA
L,2011,0.668,2011,Liberia,LBR,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/11,1.641277641,Liberia,Liberia,0.407,57.5,0,1,93.77,2.27,27.31,2011,2011,10.7,null,2011,177,Liberia,SUB-SAHARAN AFRICA
UM,2011,0.169,2011,Lithuania,LTU,BALTICS,High (0.780 - 0.939),1/1/11,0.193807339,Lithuania,Lithuania,0.872,99.6,-0.71,1,53.87,223.4,55,2011,2011,19.1,5.1,2011,37,Lithuania,BALTICS
H,2011,0.112,2011,Luxembourg,LUX,WESTERN EUROPE,High (0.780 - 0.939),1/1/11,0.143589744,Luxembourg,Luxembourg,0.78,100,8.97,1,76.32,515.37,183.45,2011,2011,25,null,2011,20,Luxembourg,WESTERN EUROPE
L,2011,0.609,2011,Malawi,MWI,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/11,1.377828054,Malawi,Malawi,0.442,62.7,0,1,75.13,7.89,109.84,2011,2011,22.3,5.4,2011,170,Malawi,SUB-SAHARAN AFRICA
UM,2011,0.31,2011,Malaysia,MYS,ASIA (EX. NEAR EAST),Upper-Medium (0.659 - 0.780),1/1/11,0.448625181,Malaysia,Malaysia,0.691,88.7,0,1,76.91,179.04,73.95,2011,2011,12.9,5.8,2011,59,Malaysia,ASIA (EX. NEAR EAST)
UM,2011,0.369,2011,Maldives,MDV,ASIA (EX. NEAR EAST),Low-Medium (0.498 - 0.659),1/1/11,0.719298246,Maldives,Maldives,0.513,97.2,0,1,70,89.97,1196.69,2011,2011,6.5,6,2011,105,Maldives,ASIA (EX. NEAR EAST)
L,2011,0.681,2011,Mali,MLI,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/11,2.406360424,Mali,Mali,0.283,46.4,-0.33,1,96.15,6.4,9.45,2011,2011,10.2,4.6,2011,175,Mali,SUB-SAHARAN AFRICA
H,2011,0.274,2011,Malta,MLT,WESTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/11,0.385915493,Malta,Malta,0.71,92.8,2.07,1,68.74,504.98,1266.5,2011,2011,8.7,8,2011,33,Malta,WESTERN EUROPE
L,2011,0.652,2011,Mauritania,MRT,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/11,1.889855072,Mauritania,Mauritania,0.345,41.7,0,1,99.51,12.9,3.08,2011,2011,19.2,3.1,2011,157,Mauritania,SUB-SAHARAN AFRICA
UM,2011,0.37,2011,Mauritius,MUS,SUB-SAHARAN AFRICA,Upper-Medium (0.659 - 0.780),1/1/11,0.543318649,Mauritius,Mauritius,0.681,85.6,-0.9,1,47.78,289.32,608.25,2011,2011,18.8,3.4,2011,64,Mauritius,SUB-SAHARAN AFRICA
UM,2011,0.393,2011,Mexico,MEX,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/11,0.620853081,Mexico,Mexico,0.633,92.2,-4.87,1,85.7,181.59,54.47,2011,2011,25.5,5.2,2011,77,Mexico,LATIN AMER. & CARIB
LM,2011,0.397,2011,Mongolia,MNG,ASIA (EX. NEAR EAST),Upper-Medium (0.659 - 0.780),1/1/11,0.540871935,Mongolia,Mongolia,0.734,97.8,0,1,99.23,55.08,1.81,2011,2011,3.9,4.6,2011,92,Mongolia,ASIA (EX. NEAR EAST)
LM,2011,0.53,2011,Morocco,MAR,NORTHERN AFRICA,"Low (
0.206 - 0.498)",1/1/11,1.132478632,Morocco,Morocco,0.468,51.7,-0.98,1,78.22,40.35,74.44,2011,2011,11,null,2011,123,Morocco,NORTHERN AFRICA
L,2011,0.607,2011,Mozambique,MOZ,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/11,1.663013699,Mozambique,Mozambique,0.365,47.8,0,1,94.6,3.54,24.56,2011,2011,39.2,null,2011,181,Mozambique,SUB-SAHARAN AFRICA
UM,2011,0.51,2011,Namibia,NAM,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/11,0.958646617,Namibia,Namibia,0.532,84,0,1,99.01,62.57,2.48,2011,2011,25,null,2011,125,Namibia,SUB-SAHARAN AFRICA
L,2011,0.528,2011,Nepal,NPL,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/11,1.152838428,Nepal,Nepal,0.458,45.2,0,1,77.68,15.86,192.19,2011,2011,33.2,null,2011,144,Nepal,ASIA (EX. NEAR EAST)
H,2011,0.05,2011,Netherlands,NLD,WESTERN EUROPE,High (0.780 - 0.939),1/1/11,0.055928412,Netherlands,Netherlands,0.894,99,2.91,1,72.32,460.84,397.14,2011,2011,39.1,5.5,2011,7,Netherlands,WESTERN EUROPE
LM,2011,0.477,2011,Nicaragua,NIC,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/11,0.910305344,Nicaragua,Nicaragua,0.524,67.5,-1.22,1,82.12,39.66,43.01,2011,2011,40.2,null,2011,124,Nicaragua,LATIN AMER. & CARIB
L,2011,0.712,2011,Niger,NER,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/11,3.727748691,Niger,Niger,0.191,17.6,-0.67,1,96.45,1.92,9.89,2011,2011,13.3,4.2,2011,187,Niger,SUB-SAHARAN AFRICA
H,2011,0.071,2011,Norway,NOR,WESTERN EUROPE,High (0.780 - 0.939),1/1/11,0.078193833,Norway,Norway,0.908,100,1.74,1,97.13,461.74,14.24,2011,2011,39.6,6.5,2011,1,Norway,WESTERN EUROPE
H,2011,0.311,2011,Oman,OMN,NEAR EAST,Low-Medium (0.498 - 0.659),1/1/11,0.479938272,Oman,Oman,0.648,75.8,0.28,1,99.74,85.49,14.6,2011,2011,9.6,null,2011,52,Oman,NEAR EAST
LM,2011,0.569,2011,Pakistan,PAK,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/11,1.54200542,Pakistan,Pakistan,0.369,45.7,-2.77,1,71.26,31.83,206.24,2011,2011,21.3,2.2,2011,147,Pakistan,ASIA (EX. NEAR EAST)
UM,2011,0.517,2011,Panama,PAN,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/11,0.776276276,Panama,Panama,0.666,92.6,-0.91,1,90.66,137.91,40.81,2011,2011,8.5,3.3,2011,60,Panama,LATIN AMER. & CARIB
LM,2011,0.499,2011,Paraguay,PRY,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/11,0.827529022,Paraguay,Paraguay,0.603,94,-0.08,1,92.17,49.23,16,2011,2011,13.6,5,2011,110,Paraguay,LATIN AMER. & CARIB
UM,2011,0.412,2011,Peru,PER,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/11,0.616766467,Peru,Peru,0.668,90.9,-1.05,1,96.71,79.52,22.02,2011,2011,21.5,2.7,2011,87,Peru,LATIN AMER. & CARIB
LM,2011,,2011,Philippines,PHL,ASIA (EX. NEAR EAST),Low-Medium (0.498 - 0.659),1/1/11,,Philippines,Philippines,0.627,92.6,-1.5,1,64.28,38.42,298.23,2011,2011,22.1,null,2011,116,Philippines,ASIA (EX. NEAR EAST)
H,2011,0.155,2011,Poland,POL,EASTERN EUROPE,High (0.780 - 0.939),1/1/11,0.189486553,Poland,Poland,0.818,99.8,-0.49,1,52.97,306.28,123.25,2011,2011,21.8,4.8,2011,36,Poland,EASTERN EUROPE
H,2011,0.128,2011,Portugal,PRT,WESTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/11,0.178025035,Portugal,Portugal,0.719,93.3,3.57,1,70.44,399.21,114.79,2011,2011,28.7,5.1,2011,41,Portugal,WESTERN EUROPE
H,2011,0.554,2011,Qatar,QAT,NEAR EAST,Upper-Medium (0.659 - 0.780),1/1/11,0.838124054,Qatar,Qatar,0.661,82.5,16.29,1,98.09,232,77.41,2011,2011,0.1,4,2011,33,Qatar,NEAR EAST
UM,2011,0.355,2011,Romania,ROU,EASTERN EUROPE,High (0.780 - 0.939),1/1/11,0.453964194,Romania,Romania,0.782,98.4,-0.13,1,56.93,196.87,93.91,2011,2011,9.7,3,2011,50,Romania,EASTERN EUROPE
L,2011,0.433,2011,Rwanda,RWA,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/11,1.04842615,Rwanda,Rwanda,0.413,70.4,0,1,47.3,2.66,328.36,2011,2011,51.9,4.7,2011,159,Rwanda,SUB-SAHARAN AFRICA
LM,2011,0.491,2011,Samoa,WSM,OCEANIA,Upper-Medium (0.659 - 0.780),1/1/11,0.70545977,Samoa,Samoa,0.696,99.7,-11.7,1,54.42,75.18,60.09,2011,2011,4.1,null,2011,104,Samoa,OCEANIA
LM,2011,0.567,2011,Senegal,SEN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/11,1.823151125,Senegal,Senegal,0.311,40.2,0.2,1,87.01,22.24,61.1,2011,2011,29.6,null,2011,162,Senegal,SUB-SAHARAN AFRICA
UM,2011,0.217,2011,Serbia,SRB,EASTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/11,0.291275168,Serbia,Serbia,0.745,93,-1.33,1,63.45,285.79,106.34,2011,2011,22,4.5,2011,66,Serbia,EASTERN EUROPE
H,2011,0.102,2011,Singapore,SGP,ASIA (EX. NEAR EAST),High (0.780 - 0.939),1/1/11,0.126394052,Singapore,Singapore,0.807,92.5,11.53,1,98.36,411.38,6482.18,2011,2011,22.2,3.1,2011,5,Singapore,ASIA (EX. NEAR EAST)
H,2011,0.073,2011,Slovenia,SVN,EASTERN EUROPE,High (0.780 - 0.939),1/1/11,0.084686775,Slovenia,Slovenia,0.862,99.7,1.12,1,89.91,406.1,99.16,2011,2011,23.1,5.6,2011,25,Slovenia,EASTERN EUROPE
H,2011,0.106,2011,Spain,ESP,WESTERN EUROPE,High (0.780 - 0.939),1/1/11,0.133333333,Spain,Spain,0.795,97.9,0.99,1,64.06,453.54,80.03,2011,2011,34.9,4.9,2011,27,Spain,WESTERN EUROPE
LM,2011,0.616,2011,Sudan,SDN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/11,2.081081081,Sudan,Sudan,0.296,61.1,-0.02,1,92.99,16.25,16.46,2011,2011,24.3,0.8,2011,181,Sudan,SUB-SAHARAN AFRICA
LM,2011,0.616,2011,Sudan,SDN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/11,2.081081081,Sudan,Sudan,0.296,61.1,-0.02,1,92.99,16.25,16.46,2011,2011,24.1,0.8,2011,181,Sudan,SUB-SAHARAN AFRICA
LM,2011,0.616,2011,Sudan,SDN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/11,2.081081081,Sudan,Sudan,0.296,61.1,-0.02,1,92.99,16.25,16.46,2011,2011,24.3,null,2011,165,Sudan,SUB-SAHARAN AFRICA
LM,2011,0.616,2011,Sudan,SDN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/11,2.081081081,Sudan,Sudan,0.296,61.1,-0.02,1,92.99,16.25,16.46,2011,2011,24.1,null,2011,165,Sudan,SUB-SAHARAN AFRICA
LM,2011,0.565,2011,Swaziland,SWZ,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/11,1.062030075,Swaziland,Swaziland,0.532,81.6,0,1,88.95,30.8,65.45,2011,2011,21.9,8.6,2011,148,Swaziland,SUB-SAHARAN AFRICA
H,2011,0.049,2011,Sweden,SWE,WESTERN EUROPE,High (0.780 - 0.939),1/1/11,0.058333333,Sweden,Sweden,0.84,99,1.67,1,93.45,715.01,20.04,2011,2011,44.7,6.5,2011,14,Sweden,WESTERN EUROPE
H,2011,0.06,2011,Switzerland,CHE,WESTERN EUROPE,High (0.780 - 0.939),1/1/11,0.06795017,Switzerland,Switzerland,0.883,99,4.05,1,88.97,680.89,182.22,2011,2011,26.8,5,2011,2,Switzerland,WESTERN EUROPE
L,2011,0.328,2011,Tajikistan,TJK,C.W. OF IND. STATES,Low-Medium (0.498 - 0.659),1/1/11,0.500763359,Tajikistan,Tajikistan,0.655,99.4,-2.86,1,92.47,33.49,51.16,2011,2011,17.5,3.9,2011,129,Tajikistan,C.W. OF IND. STATES
UM,2011,0.307,2011,Thailand,THA,ASIA (EX. NEAR EAST),Low-Medium (0.498 - 0.659),1/1/11,0.486529319,Thailand,Thailand,0.631,92.6,0,1,64.18,108.85,125.74,2011,2011,15.7,4.8,2011,87,Thailand,ASIA (EX. NEAR EAST)
L,2011,0.589,2011,Togo,TGO,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/11,1.232217573,Togo,Togo,0.478,60.9,0,1,51.64,10.56,97.71,2011,2011,11.1,4.4,2011,166,Togo,SUB-SAHARAN AFRICA
LM,2011,0.472,2011,Tonga,TON,OCEANIA,Upper-Medium (0.659 - 0.780),1/1/11,0.614583333,Tonga,Tonga,0.768,98.5,0,1,33.33,97.66,153.33,2011,2011,3.6,null,2011,101,Tonga,OCEANIA
UM,2011,0.301,2011,Tunisia,TUN,NORTHERN AFRICA,Low-Medium (0.498 - 0.659),1/1/11,0.474015748,Tunisia,Tunisia,0.635,74.2,-0.57,1,68.4,123.59,62.19,2011,2011,26.7,null,2011,97,Tunisia,NORTHERN AFRICA
UM,2011,0.381,2011,Turkey,TUR,NEAR EAST,Low-Medium (0.498 - 0.659),1/1/11,0.590697674,Turkey,Turkey,0.645,86.5,0,1,65.76,269.52,90.21,2011,2011,14.2,null,2011,71,Turkey,NEAR EAST
UM,2011,,2011,Turkmenistan,TKM,C.W. OF IND. STATES,Low-Medium (0.498 - 0.659),1/1/11,,Turkmenistan,Turkmenistan,0.626,98,-0.86,1,96.14,74.58,10.33,2011,2011,16.8,null,2011,111,Turkmenistan,C.W. OF IND. STATES
L,2011,0.552,2011,Uganda,UGA,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/11,1.202614379,Uganda,Uganda,0.459,69.9,0,1,63.47,3.58,119.45,2011,2011,35,2.7,2011,163,Uganda,SUB-SAHARAN AFRICA
LM,2011,0.329,2011,Ukraine,UKR,C.W. OF IND. STATES,High (0.780 - 0.939),1/1/11,0.414357683,Ukraine,Ukraine,0.794,99.7,-0.39,1,42.18,259.94,77.37,2011,2011,8,6.2,2011,84,Ukraine,C.W. OF IND. STATES
UM,2011,0.326,2011,Uruguay,URY,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/11,0.45915493,Uruguay,Uruguay,0.71,98,-0.32,1,92.34,291.38,19.48,2011,2011,12.3,4.4,2011,54,Uruguay,LATIN AMER. & CARIB
LM,2011,0.328,2011,VietNam,VNM,ASIA (EX. NEAR EAST),Low-Medium (0.498 - 0.659),1/1/11,0.554054054,VietNam,VietNam,0.592,90.3,-0.45,1,74.08,187.73,256.11,2011,2011,24.4,null,2011,115,VietNam,ASIA (EX. NEAR EAST)
LM,2011,0.556,2011,Zambia,ZMB,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/11,0.987566607,Zambia,Zambia,0.563,80.6,0,1,92.9,8.23,15.28,2011,2011,11.5,null,2011,139,Zambia,SUB-SAHARAN AFRICA
L,2011,0.575,2011,Zimbabwe,ZWE,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/11,1.118677043,Zimbabwe,Zimbabwe,0.514,90.7,0,1,91.34,26.8,31.33,2011,2011,17.9,null,2011,154,Zimbabwe,SUB-SAHARAN AFRICA
L,2012,0.701,2012,Afghanistan,AFG,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/12,1.811369509,Afghanistan,Afghanistan,0.387,36,23.06,1,87.65,3.22,47.96,2012,2012,27.6,3.1,2012,169,Afghanistan,ASIA (EX. NEAR EAST)
UM,2012,0.281,2012,Albania,ALB,EASTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/12,0.393006993,Albania,Albania,0.715,86.5,-4.93,1,74.49,71.2,124.59,2012,2012,15.7,null,2012,75,Albania,EASTERN EUROPE
UM,2012,0.366,2012,Argentina,ARG,LATIN AMER. & CARIB,High (0.780 - 0.939),1/1/12,0.452970297,Argentina,Argentina,0.808,97.1,0.61,1,87.21,220.43,14.43,2012,2012,37.7,5.1,2012,45,Argentina,LATIN AMER. & CARIB
LM,2012,0.317,2012,Armenia,ARM,C.W. OF IND. STATES,Upper-Medium (0.659 - 0.780),1/1/12,0.434246575,Armenia,Armenia,0.73,98.6,-6.47,1,80.15,195.71,99.88,2012,2012,10.7,3.1,2012,84,Armenia,C.W. OF IND. STATES
H,2012,0.131,2012,Australia,AUS,OCEANIA,High (0.780 - 0.939),1/1/12,0.139957265,Australia,Australia,0.936,100,3.98,1,93.41,565.53,2.64,2012,2012,29.2,4.9,2012,2,Australia,OCEANIA
H,2012,0.1,2012,Austria,AUT,WESTERN EUROPE,High (0.780 - 0.939),1/1/12,0.123609394,Austria,Austria,0.809,98,2,1,82.23,452.22,97.69,2012,2012,28.7,5.5,2012,24,Austria,WESTERN EUROPE
UM,2012,0.319,2012,Azerbaijan,AZE,C.W. OF IND. STATES,Upper-Medium (0.659 - 0.780),1/1/12,0.453125,Azerbaijan,Azerbaijan,0.704,97,-4.9,1,77.66,137.08,91.94,2012,2012,16,2.1,2012,78,Azerbaijan,C.W. OF IND. STATES
H,2012,0.377,2012,Bahamas,BHS,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/12,0.528751753,Bahamas,Bahamas,0.713,95.6,-2.2,1,98.8,460.55,21.79,2012,2012,16.7,null,2012,58,Bahamas,LATIN AMER. & CARIB
H,2012,0.225,2012,Bahrain,BHR,NEAR EAST,Upper-Medium (0.659 - 0.780),1/1/12,0.318696884,Bahrain,Bahrain,0.706,89.1,1.05,1,91.55,281.28,1050.5,2012,2012,18.8,2.6,2012,47,Bahrain,NEAR EAST
L,2012,0.542,2012,Bangladesh,BGD,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/12,1.199115044,Bangladesh,Bangladesh,0.452,43.1,-0.71,1,34.82,7.26,1023.37,2012,2012,19.7,2,2012,139,Bangladesh,ASIA (EX. NEAR EAST)
H,2012,0.307,2012,Barbados,BRB,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/12,0.397153946,Barbados,Barbados,0.773,97.4,-0.31,1,60.46,481.94,649.45,2012,2012,19.6,5.6,2012,54,Barbados,LATIN AMER. & CARIB
UM,2012,0.151,2012,Belarus,BLR,C.W. OF IND. STATES,High (0.780 - 0.939),1/1/12,0.18062201,Belarus,Belarus,0.836,99.6,2.54,1,69.85,319.08,49.58,2012,2012,29.5,5.1,2012,52,Belarus,C.W. OF IND. STATES
H,2012,0.087,2012,Belgium,BEL,WESTERN EUROPE,High (0.780 - 0.939),1/1/12,0.104945718,Belgium,Belgium,0.829,98,1.23,1,76.32,462.57,339.99,2012,2012,38.9,null,2012,22,Belgium,WESTERN EUROPE
UM,2012,0.394,2012,Belize,BLZ,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/12,0.556497175,Belize,Belize,0.708,94.1,0,1,95.44,115.73,12.53,2012,2012,13.3,null,2012,103,Belize,LATIN AMER. & CARIB
L,2012,0.621,2012,Benin,BEN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/12,1.60880829,Benin,Benin,0.386,40.9,0,1,79.52,9.7,69.82,2012,2012,8.4,4.9,2012,167,Benin,SUB-SAHARAN AFRICA
LM,2012,0.487,2012,Bhutan,BTN,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/12,1.129930394,Bhutan,Bhutan,0.431,42.2,0,1,96.48,14.34,48.5,2012,2012,13.9,null,2012,132,Bhutan,ASIA (EX. NEAR EAST)
UM,2012,0.478,2012,Botswana,BWA,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/12,0.73088685,Botswana,Botswana,0.654,79.8,0,1,99.34,80.5,2.73,2012,2012,7.9,null,2012,108,Botswana,SUB-SAHARAN AFRICA
UM,2012,0.448,2012,Brazil,BRA,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/12,0.707740916,Brazil,Brazil,0.633,86.4,-0.03,1,92.15,225.34,22.1,2012,2012,9.6,5.9,2012,79,Brazil,LATIN AMER. & CARIB
UM,2012,0.214,2012,Bulgaria,BGR,EASTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/12,0.283068783,Bulgaria,Bulgaria,0.756,98.6,-4.58,1,58.06,336.27,66.59,2012,2012,22.9,3.5,2012,56,Bulgaria,EASTERN EUROPE
L,2012,0.494,2012,Burundi,BDI,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/12,1.283116883,Burundi,Burundi,0.385,51.6,-0.06,1,50.93,3.42,290.7,2012,2012,34.9,5.8,2012,184,Burundi,SUB-SAHARAN AFRICA
L,2012,0.486,2012,Cambodia,KHM,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/12,1.077605322,Cambodia,Cambodia,0.451,69.4,0,1,78.43,2.62,76.68,2012,2012,18.5,1.6,2012,143,Cambodia,ASIA (EX. NEAR EAST)
LM,2012,0.613,2012,Cameroon,CMR,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/12,1.279749478,Cameroon,Cameroon,0.479,79,0,1,84.61,5.73,36.47,2012,2012,13.9,3,2012,153,Cameroon,SUB-SAHARAN AFRICA
H,2012,0.113,2012,Canada,CAN,NORTHERN AMERICA,High (0.780 - 0.939),1/1/12,0.129735936,Canada,Canada,0.871,97,5.96,1,95.02,552.16,3.31,2012,2012,28,null,2012,10,Canada,NORTHERN AMERICA
L,2012,,2012,Chad,TCD,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/12,,Chad,Chad,0.273,47.5,-0.11,1,97.12,1.31,7.74,2012,2012,14.9,null,2012,186,Chad,SUB-SAHARAN AFRICA
H,2012,0.347,2012,Chile,CHL,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/12,0.455978975,Chile,Chile,0.761,96.2,0,1,96.93,212.96,21.31,2012,2012,13.9,4.6,2012,38,Chile,LATIN AMER. & CARIB
UM,2012,0.184,2012,China,CHN,ASIA (EX. NEAR EAST),Low-Medium (0.498 - 0.659),1/1/12,0.307178631,China,China,0.599,90.9,-0.4,1,83.35,266.7,136.92,2012,2012,21.3,null,2012,90,China,ASIA (EX. NEAR EAST)
UM,2012,0.424,2012,Colombia,COL,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/12,0.692810458,Colombia,Colombia,0.612,92.5,-0.31,1,95.91,176.15,38.28,2012,2012,13.6,4.4,2012,95,Colombia,LATIN AMER. & CARIB
H,2012,0.135,2012,Croatia,HRV,EASTERN EUROPE,High (0.780 - 0.939),1/1/12,0.173076923,Croatia,Croatia,0.78,98.5,1.58,1,71.65,420.38,79.49,2012,2012,23.8,null,2012,45,Croatia,EASTERN EUROPE
UM,2012,0.317,2012,Cuba,CUB,LATIN AMER. & CARIB,High (0.780 - 0.939),1/1/12,0.400758534,Cuba,Cuba,0.791,97,-1.58,1,59.35,74.67,102.68,2012,2012,45.2,null,2012,68,Cuba,LATIN AMER. & CARIB
