IncomeBucket,Year-1,GII,Year,Country,Code,Region,EducationIndexBucket,Date,GIvsEI,Country-3,Country-4,EI,Literacy-1,Net migration-1,Number of Records,Other-1,Phones-1,Pop. Density-1,Year-2,Year-3,FedPercent,GDPPercent,Year-4,HDI Rank (2015),Country-1,Region-1
H,2000,0.208,2000,Portugal,PRT,WESTERN EUROPE,Low-Medium (0.498 - 0.659),1/1/00,0.316590563,Portugal,Portugal,0.657,93.3,3.57,1,70.44,399.21,114.79,2000,2000,17.4,5.2,2000,41,Portugal,WESTERN EUROPE
H,2000,,2000,Qatar,QAT,NEAR EAST,Low-Medium (0.498 - 0.659),1/1/00,,Qatar,Qatar,0.613,82.5,16.29,1,98.09,232,77.41,2000,2000,null,3.7,2000,33,Qatar,NEAR EAST
LM,2000,,2000,Romania,ROU,EASTERN EUROPE,Low-Medium (0.498 - 0.659),1/1/00,,Romania,Romania,0.654,98.4,-0.13,1,56.93,196.87,93.91,2000,2000,null,2.9,2000,50,Romania,EASTERN EUROPE
L,2000,0.552,2000,Rwanda,RWA,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/00,2.029411765,Rwanda,Rwanda,0.272,70.4,0,1,47.3,2.66,328.36,2000,2000,25.7,4.1,2000,159,Rwanda,SUB-SAHARAN AFRICA
LM,2000,0.496,2000,Samoa,WSM,OCEANIA,Low-Medium (0.498 - 0.659),1/1/00,0.791068581,Samoa,Samoa,0.627,99.7,-11.7,1,54.42,75.18,60.09,2000,2000,8.2,3.6,2000,104,Samoa,OCEANIA
L,2000,0.632,2000,Senegal,SEN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/00,2.96713615,Senegal,Senegal,0.213,40.2,0.2,1,87.01,22.24,61.1,2000,2000,14,3.2,2000,162,Senegal,SUB-SAHARAN AFRICA
..,2000,,2000,Serbia,SRB,EASTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/00,,Serbia,Serbia,0.677,93,-1.33,1,63.45,285.79,106.34,2000,2000,null,null,2000,66,Serbia,EASTERN EUROPE
H,2000,0.272,2000,Singapore,SGP,ASIA (EX. NEAR EAST),Low-Medium (0.498 - 0.659),1/1/00,0.419106317,Singapore,Singapore,0.649,92.5,11.53,1,98.36,411.38,6482.18,2000,2000,4.3,3.3,2000,5,Singapore,ASIA (EX. NEAR EAST)
H,2000,,2000,Slovenia,SVN,EASTERN EUROPE,High (0.780 - 0.939),1/1/00,,Slovenia,Slovenia,0.795,99.7,1.12,1,89.91,406.1,99.16,2000,2000,null,null,2000,25,Slovenia,EASTERN EUROPE
H,2000,0.119,2000,Spain,ESP,WESTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/00,0.166201117,Spain,Spain,0.716,97.9,0.99,1,64.06,453.54,80.03,2000,2000,25.9,4.2,2000,27,Spain,WESTERN EUROPE
L,2000,,2000,Sudan,SDN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/00,,Sudan,Sudan,0.238,61.1,-0.02,1,92.99,16.25,16.46,2000,2000,null,null,2000,181,Sudan,SUB-SAHARAN AFRICA
L,2000,,2000,Sudan,SDN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/00,,Sudan,Sudan,0.238,61.1,-0.02,1,92.99,16.25,16.46,2000,2000,null,null,2000,181,Sudan,SUB-SAHARAN AFRICA
L,2000,,2000,Sudan,SDN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/00,,Sudan,Sudan,0.238,61.1,-0.02,1,92.99,16.25,16.46,2000,2000,null,1,2000,165,Sudan,SUB-SAHARAN AFRICA
L,2000,,2000,Sudan,SDN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/00,,Sudan,Sudan,0.238,61.1,-0.02,1,92.99,16.25,16.46,2000,2000,null,1,2000,165,Sudan,SUB-SAHARAN AFRICA
LM,2000,0.661,2000,Swaziland,SWZ,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/00,1.443231441,Swaziland,Swaziland,0.458,81.6,0,1,88.95,30.8,65.45,2000,2000,6.3,5.5,2000,148,Swaziland,SUB-SAHARAN AFRICA
H,2000,0.062,2000,Sweden,SWE,WESTERN EUROPE,High (0.780 - 0.939),1/1/00,0.075334143,Sweden,Sweden,0.823,99,1.67,1,93.45,715.01,20.04,2000,2000,42.7,6.8,2000,14,Sweden,WESTERN EUROPE
H,2000,0.094,2000,Switzerland,CHE,WESTERN EUROPE,High (0.780 - 0.939),1/1/00,0.117061021,Switzerland,Switzerland,0.803,99,4.05,1,88.97,680.89,182.22,2000,2000,22.4,4.8,2000,2,Switzerland,WESTERN EUROPE
L,2000,0.41,2000,Tajikistan,TJK,C.W. OF IND. STATES,Low-Medium (0.498 - 0.659),1/1/00,0.657051282,Tajikistan,Tajikistan,0.624,99.4,-2.86,1,92.47,33.49,51.16,2000,2000,14,2.3,2000,129,Tajikistan,C.W. OF IND. STATES
LM,2000,0.397,2000,Thailand,THA,ASIA (EX. NEAR EAST),Low-Medium (0.498 - 0.659),1/1/00,0.767891683,Thailand,Thailand,0.517,92.6,0,1,64.18,108.85,125.74,2000,2000,6.8,5.3,2000,87,Thailand,ASIA (EX. NEAR EAST)
L,2000,0.665,2000,Togo,TGO,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/00,1.683544304,Togo,Togo,0.395,60.9,0,1,51.64,10.56,97.71,2000,2000,4.9,4.5,2000,166,Togo,SUB-SAHARAN AFRICA
LM,2000,0.671,2000,Tonga,TON,OCEANIA,Upper-Medium (0.659 - 0.780),1/1/00,1,Tonga,Tonga,0.671,98.5,0,1,33.33,97.66,153.33,2000,2000,0.1,4.9,2000,101,Tonga,OCEANIA
LM,2000,0.427,2000,Tunisia,TUN,NORTHERN AFRICA,Low-Medium (0.498 - 0.659),1/1/00,0.811787072,Tunisia,Tunisia,0.526,74.2,-0.57,1,68.4,123.59,62.19,2000,2000,11.5,6.2,2000,97,Tunisia,NORTHERN AFRICA
UM,2000,0.589,2000,Turkey,TUR,NEAR EAST,"Low (
0.206 - 0.498)",1/1/00,1.194726166,Turkey,Turkey,0.493,86.5,0,1,65.76,269.52,90.21,2000,2000,4.2,2.6,2000,71,Turkey,NEAR EAST
LM,2000,,2000,Turkmenistan,TKM,C.W. OF IND. STATES,,1/1/00,,Turkmenistan,Turkmenistan,,98,-0.86,1,96.14,74.58,10.33,2000,2000,26,null,2000,111,Turkmenistan,C.W. OF IND. STATES
L,2000,0.643,2000,Uganda,UGA,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/00,1.495348837,Uganda,Uganda,0.43,69.9,0,1,63.47,3.58,119.45,2000,2000,17.8,2.5,2000,163,Uganda,SUB-SAHARAN AFRICA
L,2000,0.384,2000,Ukraine,UKR,C.W. OF IND. STATES,Upper-Medium (0.659 - 0.780),1/1/00,0.531855956,Ukraine,Ukraine,0.722,99.7,-0.39,1,42.18,259.94,77.37,2000,2000,7.8,4.2,2000,84,Ukraine,C.W. OF IND. STATES
UM,2000,0.389,2000,Uruguay,URY,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/00,0.588502269,Uruguay,Uruguay,0.661,98,-0.32,1,92.34,291.38,19.48,2000,2000,11.5,2.4,2000,54,Uruguay,LATIN AMER. & CARIB
L,2000,0.347,2000,VietNam,VNM,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/00,0.732067511,VietNam,VietNam,0.474,90.3,-0.45,1,74.08,187.73,256.11,2000,2000,26,null,2000,115,VietNam,ASIA (EX. NEAR EAST)
L,2000,0.626,2000,Zambia,ZMB,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/00,1.337606838,Zambia,Zambia,0.468,80.6,0,1,92.9,8.23,15.28,2000,2000,10.1,1.8,2000,139,Zambia,SUB-SAHARAN AFRICA
L,2000,0.631,2000,Zimbabwe,ZWE,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/00,1.293032787,Zimbabwe,Zimbabwe,0.488,90.7,0,1,91.34,26.8,31.33,2000,2000,9.3,null,2000,154,Zimbabwe,SUB-SAHARAN AFRICA
L,2005,0.739,2005,Afghanistan,AFG,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/05,2.368589744,Afghanistan,Afghanistan,0.312,36,23.06,1,87.65,3.22,47.96,2005,2005,25.9,null,2005,169,Afghanistan,ASIA (EX. NEAR EAST)
LM,2005,0.332,2005,Albania,ALB,EASTERN EUROPE,Low-Medium (0.498 - 0.659),1/1/05,0.543371522,Albania,Albania,0.611,86.5,-4.93,1,74.49,71.2,124.59,2005,2005,7.1,3.2,2005,75,Albania,EASTERN EUROPE
UM,2005,0.374,2005,Argentina,ARG,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/05,0.498002663,Argentina,Argentina,0.751,97.1,0.61,1,87.21,220.43,14.43,2005,2005,37.4,3.5,2005,45,Argentina,LATIN AMER. & CARIB
LM,2005,0.406,2005,Armenia,ARM,C.W. OF IND. STATES,Upper-Medium (0.659 - 0.780),1/1/05,0.607784431,Armenia,Armenia,0.668,98.6,-6.47,1,80.15,195.71,99.88,2005,2005,5.3,2.7,2005,84,Armenia,C.W. OF IND. STATES
H,2005,0.139,2005,Australia,AUS,OCEANIA,High (0.780 - 0.939),1/1/05,0.15359116,Australia,Australia,0.905,100,3.98,1,93.41,565.53,2.64,2005,2005,28.3,4.9,2005,2,Australia,OCEANIA
H,2005,0.118,2005,Austria,AUT,WESTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/05,0.157543391,Austria,Austria,0.749,98,2,1,82.23,452.22,97.69,2005,2005,32.2,5.3,2005,24,Austria,WESTERN EUROPE
LM,2005,0.324,2005,Azerbaijan,AZE,C.W. OF IND. STATES,Low-Medium (0.498 - 0.659),1/1/05,0.496932515,Azerbaijan,Azerbaijan,0.652,97,-4.9,1,77.66,137.08,91.94,2005,2005,13,3,2005,78,Azerbaijan,C.W. OF IND. STATES
H,2005,0.358,2005,Bahamas,BHS,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/05,0.50493653,Bahamas,Bahamas,0.709,95.6,-2.2,1,98.8,460.55,21.79,2005,2005,26.8,null,2005,58,Bahamas,LATIN AMER. & CARIB
H,2005,0.331,2005,Bahrain,BHR,NEAR EAST,Upper-Medium (0.659 - 0.780),1/1/05,0.486049927,Bahrain,Bahrain,0.681,89.1,1.05,1,91.55,281.28,1050.5,2005,2005,7.5,null,2005,47,Bahrain,NEAR EAST
L,2005,0.591,2005,Bangladesh,BGD,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/05,1.531088083,Bangladesh,Bangladesh,0.386,43.1,-0.71,1,34.82,7.26,1023.37,2005,2005,14.8,null,2005,139,Bangladesh,ASIA (EX. NEAR EAST)
UM,2005,0.345,2005,Barbados,BRB,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/05,0.480501393,Barbados,Barbados,0.718,97.4,-0.31,1,60.46,481.94,649.45,2005,2005,17.6,5.6,2005,54,Barbados,LATIN AMER. & CARIB
LM,2005,,2005,Belarus,BLR,C.W. OF IND. STATES,Upper-Medium (0.659 - 0.780),1/1/05,,Belarus,Belarus,0.716,99.6,2.54,1,69.85,319.08,49.58,2005,2005,29.8,5.9,2005,52,Belarus,C.W. OF IND. STATES
H,2005,0.104,2005,Belgium,BEL,WESTERN EUROPE,High (0.780 - 0.939),1/1/05,0.13164557,Belgium,Belgium,0.79,98,1.23,1,76.32,462.57,339.99,2005,2005,35.7,5.8,2005,22,Belgium,WESTERN EUROPE
UM,2005,0.464,2005,Belize,BLZ,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/05,0.677372263,Belize,Belize,0.685,94.1,0,1,95.44,115.73,12.53,2005,2005,11.9,null,2005,103,Belize,LATIN AMER. & CARIB
L,2005,0.656,2005,Benin,BEN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/05,1.964071856,Benin,Benin,0.334,40.9,0,1,79.52,9.7,69.82,2005,2005,7.2,3.6,2005,167,Benin,SUB-SAHARAN AFRICA
L,2005,,2005,Bhutan,BTN,ASIA (EX. NEAR EAST),,1/1/05,,Bhutan,Bhutan,,42.2,0,1,96.48,14.34,48.5,2005,2005,9.3,7.1,2005,132,Bhutan,ASIA (EX. NEAR EAST)
UM,2005,0.523,2005,Botswana,BWA,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/05,0.863036304,Botswana,Botswana,0.606,79.8,0,1,99.34,80.5,2.73,2005,2005,11.1,10.7,2005,108,Botswana,SUB-SAHARAN AFRICA
LM,2005,0.469,2005,Brazil,BRA,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/05,0.798977853,Brazil,Brazil,0.587,86.4,-0.03,1,92.15,225.34,22.1,2005,2005,9.1,4.5,2005,79,Brazil,LATIN AMER. & CARIB
LM,2005,0.251,2005,Bulgaria,BGR,EASTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/05,0.351048951,Bulgaria,Bulgaria,0.715,98.6,-4.58,1,58.06,336.27,66.59,2005,2005,22.1,4.1,2005,56,Bulgaria,EASTERN EUROPE
L,2005,0.527,2005,Burundi,BDI,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/05,2.195833333,Burundi,Burundi,0.24,51.6,-0.06,1,50.93,3.42,290.7,2005,2005,31.7,3.6,2005,184,Burundi,SUB-SAHARAN AFRICA
L,2005,0.561,2005,Cambodia,KHM,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/05,1.406015038,Cambodia,Cambodia,0.399,69.4,0,1,78.43,2.62,76.68,2005,2005,10.9,null,2005,143,Cambodia,ASIA (EX. NEAR EAST)
LM,2005,0.661,2005,Cameroon,CMR,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/05,1.6525,Cameroon,Cameroon,0.4,79,0,1,84.61,5.73,36.47,2005,2005,8.9,3.1,2005,153,Cameroon,SUB-SAHARAN AFRICA
H,2005,0.132,2005,Canada,CAN,NORTHERN AMERICA,High (0.780 - 0.939),1/1/05,0.155844156,Canada,Canada,0.847,97,5.96,1,95.02,552.16,3.31,2005,2005,24.7,4.8,2005,10,Canada,NORTHERN AMERICA
L,2005,,2005,Chad,TCD,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/05,,Chad,Chad,0.202,47.5,-0.11,1,97.12,1.31,7.74,2005,2005,6.5,1.7,2005,186,Chad,SUB-SAHARAN AFRICA
UM,2005,0.386,2005,Chile,CHL,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/05,0.527322404,Chile,Chile,0.732,96.2,0,1,96.93,212.96,21.31,2005,2005,11.9,3.2,2005,38,Chile,LATIN AMER. & CARIB
LM,2005,0.228,2005,China,CHN,ASIA (EX. NEAR EAST),Low-Medium (0.498 - 0.659),1/1/05,0.426168224,China,China,0.535,90.9,-0.4,1,83.35,266.7,136.92,2005,2005,20.3,null,2005,90,China,ASIA (EX. NEAR EAST)
LM,2005,0.484,2005,Colombia,COL,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/05,0.886446886,Colombia,Colombia,0.546,92.5,-0.31,1,95.91,176.15,38.28,2005,2005,10.9,4,2005,95,Colombia,LATIN AMER. & CARIB
UM,2005,0.164,2005,Croatia,HRV,EASTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/05,0.230985915,Croatia,Croatia,0.71,98.5,1.58,1,71.65,420.38,79.49,2005,2005,21.7,null,2005,45,Croatia,EASTERN EUROPE
LM,2005,0.343,2005,Cuba,CUB,LATIN AMER. & CARIB,Upper-Medium (0.659 - 0.780),1/1/05,0.464769648,Cuba,Cuba,0.738,97,-1.58,1,59.35,74.67,102.68,2005,2005,36,10.6,2005,68,Cuba,LATIN AMER. & CARIB
H,2005,0.14,2005,Cyprus,CYP,NEAR EAST,Upper-Medium (0.659 - 0.780),1/1/05,0.192572215,Cyprus,Cyprus,0.727,97.6,0.43,1,87.77,,84.79,2005,2005,16.1,6.3,2005,33,Cyprus,NEAR EAST
H,2005,,2005,Denmark,DNK,WESTERN EUROPE,High (0.780 - 0.939),1/1/05,,Denmark,Denmark,0.895,100,2.48,1,45.79,614.6,126.48,2005,2005,36.9,8.1,2005,5,Denmark,WESTERN EUROPE
LM,2005,0.454,2005,Ecuador,ECU,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/05,0.759197324,Ecuador,Ecuador,0.598,92.5,-8.58,1,89.22,125.6,47.78,2005,2005,16,null,2005,89,Ecuador,LATIN AMER. & CARIB
UM,2005,0.214,2005,Estonia,EST,BALTICS,High (0.780 - 0.939),1/1/05,0.252656434,Estonia,Estonia,0.847,99.8,-3.16,1,83.51,333.75,29.28,2005,2005,18.8,4.8,2005,30,Estonia,BALTICS
L,2005,0.611,2005,Ethiopia,ETH,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/05,2.473684211,Ethiopia,Ethiopia,0.247,42.7,0,1,88.54,8.16,66.34,2005,2005,21,null,2005,174,Ethiopia,SUB-SAHARAN AFRICA
LM,2005,0.409,2005,Fiji,FJI,OCEANIA,Upper-Medium (0.659 - 0.780),1/1/05,0.587643678,Fiji,Fiji,0.696,93.7,-3.14,1,84.4,112.59,49.59,2005,2005,9.7,5.1,2005,91,Fiji,OCEANIA
H,2005,0.088,2005,Finland,FIN,WESTERN EUROPE,High (0.780 - 0.939),1/1/05,0.109452736,Finland,Finland,0.804,100,0.95,1,92.78,405.25,15.47,2005,2005,37.5,6,2005,23,Finland,WESTERN EUROPE
H,2005,0.156,2005,France,FRA,WESTERN EUROPE,High (0.780 - 0.939),1/1/05,0.196226415,France,France,0.795,99,0.66,1,64.4,586.44,111.28,2005,2005,13.9,5.5,2005,21,France,WESTERN EUROPE
UM,2005,0.574,2005,Gabon,GAB,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/05,0.99826087,Gabon,Gabon,0.575,63.2,0,1,98.08,27.44,5.32,2005,2005,11.9,null,2005,109,Gabon,SUB-SAHARAN AFRICA
LM,2005,0.388,2005,Georgia,GEO,C.W. OF IND. STATES,Upper-Medium (0.659 - 0.780),1/1/05,0.515272244,Georgia,Georgia,0.753,99,-4.7,1,84.7,146.56,66.88,2005,2005,9.4,2.5,2005,70,Georgia,C.W. OF IND. STATES
H,2005,0.117,2005,Germany,DEU,WESTERN EUROPE,High (0.780 - 0.939),1/1/05,0.134637514,Germany,Germany,0.869,99,2.18,1,65.56,667.85,230.86,2005,2005,30.5,null,2005,4,Germany,WESTERN EUROPE
L,2005,0.573,2005,Ghana,GHA,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/05,1.262114537,Ghana,Ghana,0.454,74.8,-0.64,1,74.07,14.35,93.58,2005,2005,10.9,7.4,2005,139,Ghana,SUB-SAHARAN AFRICA
H,2005,0.179,2005,Greece,GRC,WESTERN EUROPE,High (0.780 - 0.939),1/1/05,0.229487179,Greece,Greece,0.78,97.5,2.35,1,70.12,589.72,81.01,2005,2005,13,4,2005,29,Greece,WESTERN EUROPE
LM,2005,0.57,2005,Guatemala,GTM,LATIN AMER. & CARIB,"Low (
0.206 - 0.498)",1/1/05,1.461538462,Guatemala,Guatemala,0.39,70.6,-1.67,1,82.43,92.09,112.9,2005,2005,8.2,null,2005,125,Guatemala,LATIN AMER. & CARIB
LM,2005,0.527,2005,Guyana,GUY,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/05,0.897785349,Guyana,Guyana,0.587,98.8,-2.07,1,97.41,143.5,3.57,2005,2005,30.8,8.1,2005,127,Guyana,LATIN AMER. & CARIB
LM,2005,0.515,2005,Honduras,HND,LATIN AMER. & CARIB,"Low (
0.206 - 0.498)",1/1/05,1.126914661,Honduras,Honduras,0.457,76.2,-1.99,1,87.23,67.48,65.36,2005,2005,23.4,null,2005,130,Honduras,LATIN AMER. & CARIB
UM,2005,0.26,2005,Hungary,HUN,EASTERN EUROPE,High (0.780 - 0.939),1/1/05,0.333333333,Hungary,Hungary,0.78,99.4,0.86,1,47.85,336.23,107.29,2005,2005,9.1,5.4,2005,43,Hungary,EASTERN EUROPE
H,2005,0.125,2005,Iceland,ISL,WESTERN EUROPE,High (0.780 - 0.939),1/1/05,0.149700599,Iceland,Iceland,0.835,99.9,2.38,1,99.93,647.65,2.91,2005,2005,33.3,7.4,2005,9,Iceland,WESTERN EUROPE
L,2005,0.619,2005,India,IND,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/05,1.442890443,India,India,0.429,59.5,-0.07,1,42.86,45.42,333.18,2005,2005,9.3,3.1,2005,131,India,ASIA (EX. NEAR EAST)
LM,2005,0.533,2005,Indonesia,IDN,ASIA (EX. NEAR EAST),Low-Medium (0.498 - 0.659),1/1/05,0.96557971,Indonesia,Indonesia,0.552,87.9,0,1,81.45,52.03,127.88,2005,2005,11.3,2.9,2005,113,Indonesia,ASIA (EX. NEAR EAST)
H,2005,0.192,2005,Ireland,IRL,WESTERN EUROPE,High (0.780 - 0.939),1/1/05,0.218430034,Ireland,Ireland,0.879,98,4.99,1,84.77,500.46,57.8,2005,2005,14.2,4.5,2005,8,Ireland,WESTERN EUROPE
H,2005,0.173,2005,Israel,ISR,NEAR EAST,High (0.780 - 0.939),1/1/05,0.204250295,Israel,Israel,0.847,95.4,0.68,1,79.44,462.26,305.83,2005,2005,15,5.7,2005,19,Israel,NEAR EAST
H,2005,0.175,2005,Italy,ITA,WESTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/05,0.233022636,Italy,Italy,0.751,98.6,2.07,1,62.68,430.89,192.99,2005,2005,10.4,4.2,2005,26,Italy,WESTERN EUROPE
LM,2005,0.466,2005,Jamaica,JAM,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/05,0.716923077,Jamaica,Jamaica,0.65,87.9,-4.92,1,73.77,124,250.94,2005,2005,13.6,4.6,2005,94,Jamaica,LATIN AMER. & CARIB
H,2005,0.148,2005,Japan,JPN,ASIA (EX. NEAR EAST),High (0.780 - 0.939),1/1/05,0.188055909,Japan,Japan,0.787,99,0,1,86.85,461.15,337.35,2005,2005,10.7,3.5,2005,17,Japan,ASIA (EX. NEAR EAST)
LM,2005,0.36,2005,Kazakhstan,KAZ,C.W. OF IND. STATES,High (0.780 - 0.939),1/1/05,0.456273764,Kazakhstan,Kazakhstan,0.789,98.4,-3.35,1,91.97,164.11,5.61,2005,2005,8.6,2.3,2005,56,Kazakhstan,C.W. OF IND. STATES
L,2005,0.654,2005,Kenya,KEN,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/05,1.412526998,Kenya,Kenya,0.463,85.1,-0.1,1,90.94,8.12,59.57,2005,2005,7.1,7.3,2005,146,Kenya,SUB-SAHARAN AFRICA
H,2005,0.374,2005,Kuwait,KWT,NEAR EAST,Low-Medium (0.498 - 0.659),1/1/05,0.62962963,Kuwait,Kuwait,0.594,83.5,14.18,1,99.16,211.01,135.71,2005,2005,1.5,4.7,2005,51,Kuwait,NEAR EAST
UM,2005,0.217,2005,Latvia,LVA,BALTICS,High (0.780 - 0.939),1/1/05,0.252619325,Latvia,Latvia,0.859,99.8,-2.23,1,69.86,321.36,35.22,2005,2005,21,null,2005,44,Latvia,BALTICS
UM,2005,,2005,Lebanon,LBN,NEAR EAST,Low-Medium (0.498 - 0.659),1/1/05,,Lebanon,Lebanon,0.621,87.4,0,1,69.4,255.55,372.5,2005,2005,4.7,2.7,2005,76,Lebanon,NEAR EAST
LM,2005,0.585,2005,Lesotho,LSO,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/05,1.236786469,Lesotho,Lesotho,0.473,84.8,-0.74,1,89,23.73,66.62,2005,2005,17,14.8,2005,160,Lesotho,SUB-SAHARAN AFRICA
L,2005,0.676,2005,Liberia,LBR,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/05,1.673267327,Liberia,Liberia,0.404,57.5,0,1,93.77,2.27,27.31,2005,2005,13.8,null,2005,177,Liberia,SUB-SAHARAN AFRICA
UM,2005,0.185,2005,Lithuania,LTU,BALTICS,High (0.780 - 0.939),1/1/05,0.218676123,Lithuania,Lithuania,0.846,99.6,-0.71,1,53.87,223.4,55,2005,2005,22,4.9,2005,37,Lithuania,BALTICS
H,2005,0.156,2005,Luxembourg,LUX,WESTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/05,0.207446809,Luxembourg,Luxembourg,0.752,100,8.97,1,76.32,515.37,183.45,2005,2005,23.3,null,2005,20,Luxembourg,WESTERN EUROPE
L,2005,0.655,2005,Malawi,MWI,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/05,1.72823219,Malawi,Malawi,0.379,62.7,0,1,75.13,7.89,109.84,2005,2005,13.6,null,2005,170,Malawi,SUB-SAHARAN AFRICA
UM,2005,0.324,2005,Malaysia,MYS,ASIA (EX. NEAR EAST),Low-Medium (0.498 - 0.659),1/1/05,0.532894737,Malaysia,Malaysia,0.608,88.7,0,1,76.91,179.04,73.95,2005,2005,13.1,null,2005,59,Malaysia,ASIA (EX. NEAR EAST)
LM,2005,0.42,2005,Maldives,MDV,ASIA (EX. NEAR EAST),"Low (
0.206 - 0.498)",1/1/05,0.931263858,Maldives,Maldives,0.451,97.2,0,1,70,89.97,1196.69,2005,2005,12,5.2,2005,105,Maldives,ASIA (EX. NEAR EAST)
L,2005,0.723,2005,Mali,MLI,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/05,3.199115044,Mali,Mali,0.226,46.4,-0.33,1,96.15,6.4,9.45,2005,2005,10.2,4,2005,175,Mali,SUB-SAHARAN AFRICA
H,2005,0.309,2005,Malta,MLT,WESTERN EUROPE,Upper-Medium (0.659 - 0.780),1/1/05,0.439544808,Malta,Malta,0.703,92.8,2.07,1,68.74,504.98,1266.5,2005,2005,9.2,null,2005,33,Malta,WESTERN EUROPE
L,2005,,2005,Mauritania,MRT,SUB-SAHARAN AFRICA,"Low (
0.206 - 0.498)",1/1/05,,Mauritania,Mauritania,0.311,41.7,0,1,99.51,12.9,3.08,2005,2005,null,null,2005,157,Mauritania,SUB-SAHARAN AFRICA
UM,2005,0.369,2005,Mauritius,MUS,SUB-SAHARAN AFRICA,Low-Medium (0.498 - 0.659),1/1/05,0.600977199,Mauritius,Mauritius,0.614,85.6,-0.9,1,47.78,289.32,608.25,2005,2005,17.1,4.2,2005,64,Mauritius,SUB-SAHARAN AFRICA
UM,2005,0.431,2005,Mexico,MEX,LATIN AMER. & CARIB,Low-Medium (0.498 - 0.659),1/1/05,0.731748727,Mexico,Mexico,0.589,92.2,-4.87,1,85.7,181.59,54.47,2005,2005,23.7,4.9,2005,77,Mexico,LATIN AMER. & CARIB
L,2005,0.41,2005,Mongolia,MNG,ASIA (EX. NEAR EAST),Low-Medium (0.498 - 0.659),1/1/05,0.641627543,Mongolia,Mongolia,0.639,97.8,0,1,99.23,55.08,1.81,2005,2005,6.7,null,2005,92,Mongolia,ASIA (EX. NEAR EAST)
LM,2005,0.58,2005,Morocco,MAR,NORTHERN AFRICA,"Low (
0.206 - 0.498)",1/1/05,1.421568627,Morocco,Morocco,0.408,51.7,-0.98,1,78.22,40.35,74.44,2005,2005,6.4,null,2005,123,Morocco,NORTHERN AFRICA
